Date and Time (UTC),Receiver,Description,Data,Units
2020-02-29 00:00:00,VR2Tx-480876,Hourly Pings on 69 kHz,770,
2020-02-29 00:00:00,VR2Tx-480876,Hourly Detections on 69 kHz,53,
2020-02-29 00:00:00,VR2Tx-480876,Tilt angle,25,°
2020-02-29 00:00:00,VR2Tx-480876,Temperature,6.8,°C
2020-02-29 00:00:00,VR2Tx-480876,Average noise,467.8,mV
2020-02-29 01:00:00,VR2Tx-480876,Battery,3.5,V
2020-02-29 01:00:00,VR2Tx-480876,Hourly Pings on 69 kHz,581,
2020-02-29 01:00:00,VR2Tx-480876,Hourly Detections on 69 kHz,39,
2020-02-29 01:00:00,VR2Tx-480876,Tilt angle,22,°
2020-02-29 01:00:00,VR2Tx-480876,Temperature,6.8,°C
2020-02-29 01:00:00,VR2Tx-480876,Average noise,505.8,mV
2020-02-29 02:00:00,VR2Tx-480876,Battery,3.5,V
2020-02-29 02:00:00,VR2Tx-480876,Hourly Pings on 69 kHz,399,
2020-02-29 02:00:00,VR2Tx-480876,Hourly Detections on 69 kHz,28,
2020-02-29 02:00:00,VR2Tx-480876,Tilt angle,16,°
2020-02-29 02:00:00,VR2Tx-480876,Temperature,6.8,°C
2020-02-29 02:00:00,VR2Tx-480876,Average noise,529.3,mV
2020-02-29 03:00:00,VR2Tx-480876,Battery,3.6,V
2020-02-29 03:00:00,VR2Tx-480876,Hourly Pings on 69 kHz,344,
2020-02-29 03:00:00,VR2Tx-480876,Hourly Detections on 69 kHz,26,
2020-02-29 03:00:00,VR2Tx-480876,Tilt angle,30,°
2020-02-29 03:00:00,VR2Tx-480876,Temperature,6.8,°C
2020-02-29 03:00:00,VR2Tx-480876,Average noise,509.5,mV
2020-02-29 04:00:00,VR2Tx-480876,Battery,3.6,V
2020-02-29 04:00:00,VR2Tx-480876,Hourly Pings on 69 kHz,399,
2020-02-29 04:00:00,VR2Tx-480876,Hourly Detections on 69 kHz,26,
2020-02-29 04:00:00,VR2Tx-480876,Tilt angle,17,°
2020-02-29 04:00:00,VR2Tx-480876,Temperature,6.8,°C
2020-02-29 04:00:00,VR2Tx-480876,Average noise,448.2,mV
2020-02-29 05:00:00,VR2Tx-480876,Battery,3.5,V
2020-02-29 05:00:00,VR2Tx-480876,Hourly Pings on 69 kHz,1265,
2020-02-29 05:00:00,VR2Tx-480876,Hourly Detections on 69 kHz,136,
2020-02-29 05:00:00,VR2Tx-480876,Tilt angle,14,°
2020-02-29 05:00:00,VR2Tx-480876,Temperature,6.8,°C
2020-02-29 05:00:00,VR2Tx-480876,Average noise,184.5,mV
2020-02-29 06:00:00,VR2Tx-480876,Battery,3.6,V
2020-02-29 06:00:00,VR2Tx-480876,Hourly Pings on 69 kHz,1487,
2020-02-29 06:00:00,VR2Tx-480876,Hourly Detections on 69 kHz,157,
2020-02-29 06:00:00,VR2Tx-480876,Tilt angle,21,°
2020-02-29 06:00:00,VR2Tx-480876,Temperature,6.8,°C
2020-02-29 06:00:00,VR2Tx-480876,Average noise,153.8,mV
2020-02-29 07:00:00,VR2Tx-480876,Battery,3.6,V
2020-02-29 07:00:00,VR2Tx-480876,Hourly Pings on 69 kHz,1295,
2020-02-29 07:00:00,VR2Tx-480876,Hourly Detections on 69 kHz,107,
2020-02-29 07:00:00,VR2Tx-480876,Tilt angle,32,°
2020-02-29 07:00:00,VR2Tx-480876,Temperature,6.8,°C
2020-02-29 07:00:00,VR2Tx-480876,Average noise,271.8,mV
2020-02-29 08:00:00,VR2Tx-480876,Battery,3.6,V
2020-02-29 08:00:00,VR2Tx-480876,Hourly Pings on 69 kHz,1386,
2020-02-29 08:00:00,VR2Tx-480876,Hourly Detections on 69 kHz,121,
2020-02-29 08:00:00,VR2Tx-480876,Tilt angle,19,°
2020-02-29 08:00:00,VR2Tx-480876,Temperature,6.7,°C
2020-02-29 08:00:00,VR2Tx-480876,Average noise,268.8,mV
2020-02-29 09:00:00,VR2Tx-480876,Battery,3.6,V
2020-02-29 09:00:00,VR2Tx-480876,Hourly Pings on 69 kHz,1293,
2020-02-29 09:00:00,VR2Tx-480876,Hourly Detections on 69 kHz,119,
2020-02-29 09:00:00,VR2Tx-480876,Tilt angle,18,°
2020-02-29 09:00:00,VR2Tx-480876,Temperature,6.7,°C
2020-02-29 09:00:00,VR2Tx-480876,Average noise,263.7,mV
2020-02-29 10:00:00,VR2Tx-480876,Battery,3.6,V
2020-02-29 10:00:00,VR2Tx-480876,Hourly Pings on 69 kHz,1405,
2020-02-29 10:00:00,VR2Tx-480876,Hourly Detections on 69 kHz,127,
2020-02-29 10:00:00,VR2Tx-480876,Tilt angle,17,°
2020-02-29 10:00:00,VR2Tx-480876,Temperature,6.8,°C
2020-02-29 10:00:00,VR2Tx-480876,Average noise,257.5,mV
2020-02-29 11:00:00,VR2Tx-480876,Battery,3.6,V
2020-02-29 11:00:00,VR2Tx-480876,Hourly Pings on 69 kHz,1203,
2020-02-29 11:00:00,VR2Tx-480876,Hourly Detections on 69 kHz,105,
2020-02-29 11:00:00,VR2Tx-480876,Tilt angle,23,°
2020-02-29 11:00:00,VR2Tx-480876,Temperature,6.9,°C
2020-02-29 11:00:00,VR2Tx-480876,Average noise,369.4,mV
2020-02-29 12:00:00,VR2Tx-480876,Battery,3.5,V
2020-02-29 12:00:00,VR2Tx-480876,Hourly Pings on 69 kHz,706,
2020-02-29 12:00:00,VR2Tx-480876,Hourly Detections on 69 kHz,41,
2020-02-29 12:00:00,VR2Tx-480876,Tilt angle,23,°
2020-02-29 12:00:00,VR2Tx-480876,Temperature,7.0,°C
2020-02-29 12:00:00,VR2Tx-480876,Average noise,457.8,mV
2020-02-29 13:00:00,VR2Tx-480876,Battery,3.6,V
2020-02-29 13:00:00,VR2Tx-480876,Hourly Pings on 69 kHz,309,
2020-02-29 13:00:00,VR2Tx-480876,Hourly Detections on 69 kHz,15,
2020-02-29 13:00:00,VR2Tx-480876,Tilt angle,19,°
2020-02-29 13:00:00,VR2Tx-480876,Temperature,7.0,°C
2020-02-29 13:00:00,VR2Tx-480876,Average noise,531.1,mV
2020-02-29 14:00:00,VR2Tx-480876,Battery,3.5,V
2020-02-29 14:00:00,VR2Tx-480876,Hourly Pings on 69 kHz,402,
2020-02-29 14:00:00,VR2Tx-480876,Hourly Detections on 69 kHz,28,
2020-02-29 14:00:00,VR2Tx-480876,Tilt angle,16,°
2020-02-29 14:00:00,VR2Tx-480876,Temperature,7.0,°C
2020-02-29 14:00:00,VR2Tx-480876,Average noise,539.0,mV
2020-02-29 15:00:00,VR2Tx-480876,Battery,3.6,V
2020-02-29 15:00:00,VR2Tx-480876,Hourly Pings on 69 kHz,295,
2020-02-29 15:00:00,VR2Tx-480876,Hourly Detections on 69 kHz,21,
2020-02-29 15:00:00,VR2Tx-480876,Tilt angle,16,°
2020-02-29 15:00:00,VR2Tx-480876,Temperature,7.0,°C
2020-02-29 15:00:00,VR2Tx-480876,Average noise,526.8,mV
2020-02-29 16:00:00,VR2Tx-480876,Battery,3.5,V
2020-02-29 16:00:00,VR2Tx-480876,Hourly Pings on 69 kHz,345,
2020-02-29 16:00:00,VR2Tx-480876,Hourly Detections on 69 kHz,15,
2020-02-29 16:00:00,VR2Tx-480876,Tilt angle,21,°
2020-02-29 16:00:00,VR2Tx-480876,Temperature,7.0,°C
2020-02-29 16:00:00,VR2Tx-480876,Average noise,508.8,mV
2020-02-29 17:00:00,VR2Tx-480876,Battery,3.6,V
2020-02-29 17:00:00,VR2Tx-480876,Hourly Pings on 69 kHz,1193,
2020-02-29 17:00:00,VR2Tx-480876,Hourly Detections on 69 kHz,118,
2020-02-29 17:00:00,VR2Tx-480876,Tilt angle,15,°
2020-02-29 17:00:00,VR2Tx-480876,Temperature,7.0,°C
2020-02-29 17:00:00,VR2Tx-480876,Average noise,226.5,mV
2020-02-29 18:00:00,VR2Tx-480876,Battery,3.6,V
2020-02-29 18:00:00,VR2Tx-480876,Hourly Pings on 69 kHz,1327,
2020-02-29 18:00:00,VR2Tx-480876,Hourly Detections on 69 kHz,140,
2020-02-29 18:00:00,VR2Tx-480876,Tilt angle,16,°
2020-02-29 18:00:00,VR2Tx-480876,Temperature,7.0,°C
2020-02-29 18:00:00,VR2Tx-480876,Average noise,226.2,mV
2020-02-29 19:00:00,VR2Tx-480876,Battery,3.6,V
2020-02-29 19:00:00,VR2Tx-480876,Hourly Pings on 69 kHz,920,
2020-02-29 19:00:00,VR2Tx-480876,Hourly Detections on 69 kHz,67,
2020-02-29 19:00:00,VR2Tx-480876,Tilt angle,36,°
2020-02-29 19:00:00,VR2Tx-480876,Temperature,7.0,°C
2020-02-29 19:00:00,VR2Tx-480876,Average noise,307.9,mV
2020-02-29 20:00:00,VR2Tx-480876,Battery,3.6,V
2020-02-29 20:00:00,VR2Tx-480876,Hourly Pings on 69 kHz,1180,
2020-02-29 20:00:00,VR2Tx-480876,Hourly Detections on 69 kHz,97,
2020-02-29 20:00:00,VR2Tx-480876,Tilt angle,26,°
2020-02-29 20:00:00,VR2Tx-480876,Temperature,6.9,°C
2020-02-29 20:00:00,VR2Tx-480876,Average noise,273.4,mV
2020-02-29 21:00:00,VR2Tx-480876,Battery,3.5,V
2020-02-29 21:00:00,VR2Tx-480876,Hourly Pings on 69 kHz,1493,
2020-02-29 21:00:00,VR2Tx-480876,Hourly Detections on 69 kHz,147,
2020-02-29 21:00:00,VR2Tx-480876,Tilt angle,12,°
2020-02-29 21:00:00,VR2Tx-480876,Temperature,6.8,°C
2020-02-29 21:00:00,VR2Tx-480876,Average noise,169.4,mV
2020-02-29 22:00:00,VR2Tx-480876,Battery,3.5,V
2020-02-29 22:00:00,VR2Tx-480876,Hourly Pings on 69 kHz,1502,
2020-02-29 22:00:00,VR2Tx-480876,Hourly Detections on 69 kHz,151,
2020-02-29 22:00:00,VR2Tx-480876,Tilt angle,13,°
2020-02-29 22:00:00,VR2Tx-480876,Temperature,6.9,°C
2020-02-29 22:00:00,VR2Tx-480876,Average noise,215.0,mV
2020-02-29 23:00:00,VR2Tx-480876,Battery,3.6,V
2020-02-29 23:00:00,VR2Tx-480876,Hourly Pings on 69 kHz,1278,
2020-02-29 23:00:00,VR2Tx-480876,Hourly Detections on 69 kHz,98,
2020-02-29 23:00:00,VR2Tx-480876,Tilt angle,13,°
2020-02-29 23:00:00,VR2Tx-480876,Temperature,6.9,°C
2020-02-29 23:00:00,VR2Tx-480876,Average noise,330.1,mV
2020-03-01 00:00:00,VR2Tx-480876,Memory Capacity,0.2,%
2020-03-01 00:00:00,VR2Tx-480876,Battery,3.5,V
2020-03-01 00:00:00,VR2Tx-480876,Pings on 69 kHz,22947,
2020-03-01 00:00:00,VR2Tx-480876,Syncs on 69 kHz,3584,
2020-03-01 00:00:00,VR2Tx-480876,Rejects on 69 kHz,181,
2020-03-01 00:00:00,VR2Tx-480876,Hourly Pings on 69 kHz,940,
2020-03-01 00:00:00,VR2Tx-480876,Hourly Detections on 69 kHz,69,
2020-03-01 00:00:00,VR2Tx-480876,Tilt angle,16,°
2020-03-01 00:00:00,VR2Tx-480876,Temperature,6.9,°C
2020-03-01 00:00:00,VR2Tx-480876,Average noise,435.5,mV
2020-03-01 01:00:00,VR2Tx-480876,Battery,3.5,V
2020-03-01 01:00:00,VR2Tx-480876,Hourly Pings on 69 kHz,622,
2020-03-01 01:00:00,VR2Tx-480876,Hourly Detections on 69 kHz,37,
2020-03-01 01:00:00,VR2Tx-480876,Tilt angle,17,°
2020-03-01 01:00:00,VR2Tx-480876,Temperature,6.8,°C
2020-03-01 01:00:00,VR2Tx-480876,Average noise,485.1,mV
2020-03-01 02:00:00,VR2Tx-480876,Battery,3.5,V
2020-03-01 02:00:00,VR2Tx-480876,Hourly Pings on 69 kHz,597,
2020-03-01 02:00:00,VR2Tx-480876,Hourly Detections on 69 kHz,35,
2020-03-01 02:00:00,VR2Tx-480876,Tilt angle,12,°
2020-03-01 02:00:00,VR2Tx-480876,Temperature,6.8,°C
2020-03-01 02:00:00,VR2Tx-480876,Average noise,521.3,mV
2020-03-01 03:00:00,VR2Tx-480876,Battery,3.5,V
2020-03-01 03:00:00,VR2Tx-480876,Hourly Pings on 69 kHz,518,
2020-03-01 03:00:00,VR2Tx-480876,Hourly Detections on 69 kHz,38,
2020-03-01 03:00:00,VR2Tx-480876,Tilt angle,20,°
2020-03-01 03:00:00,VR2Tx-480876,Temperature,6.8,°C
2020-03-01 03:00:00,VR2Tx-480876,Average noise,513.2,mV
2020-03-01 04:00:00,VR2Tx-480876,Battery,3.5,V
2020-03-01 04:00:00,VR2Tx-480876,Hourly Pings on 69 kHz,688,
2020-03-01 04:00:00,VR2Tx-480876,Hourly Detections on 69 kHz,62,
2020-03-01 04:00:00,VR2Tx-480876,Tilt angle,14,°
2020-03-01 04:00:00,VR2Tx-480876,Temperature,6.8,°C
2020-03-01 04:00:00,VR2Tx-480876,Average noise,481.0,mV
2020-03-01 05:00:00,VR2Tx-480876,Battery,3.5,V
2020-03-01 05:00:00,VR2Tx-480876,Hourly Pings on 69 kHz,1329,
2020-03-01 05:00:00,VR2Tx-480876,Hourly Detections on 69 kHz,144,
2020-03-01 05:00:00,VR2Tx-480876,Tilt angle,13,°
2020-03-01 05:00:00,VR2Tx-480876,Temperature,6.7,°C
2020-03-01 05:00:00,VR2Tx-480876,Average noise,183.3,mV
2020-03-01 06:00:00,VR2Tx-480876,Battery,3.5,V
2020-03-01 06:00:00,VR2Tx-480876,Hourly Pings on 69 kHz,1400,
2020-03-01 06:00:00,VR2Tx-480876,Hourly Detections on 69 kHz,145,
2020-03-01 06:00:00,VR2Tx-480876,Tilt angle,16,°
2020-03-01 06:00:00,VR2Tx-480876,Temperature,6.7,°C
2020-03-01 06:00:00,VR2Tx-480876,Average noise,199.8,mV
2020-03-01 07:00:00,VR2Tx-480876,Battery,3.5,V
2020-03-01 07:00:00,VR2Tx-480876,Hourly Pings on 69 kHz,1370,
2020-03-01 07:00:00,VR2Tx-480876,Hourly Detections on 69 kHz,124,
2020-03-01 07:00:00,VR2Tx-480876,Tilt angle,30,°
2020-03-01 07:00:00,VR2Tx-480876,Temperature,6.7,°C
2020-03-01 07:00:00,VR2Tx-480876,Average noise,235.6,mV
2020-03-01 08:00:00,VR2Tx-480876,Battery,3.5,V
2020-03-01 08:00:00,VR2Tx-480876,Hourly Pings on 69 kHz,1323,
2020-03-01 08:00:00,VR2Tx-480876,Hourly Detections on 69 kHz,115,
2020-03-01 08:00:00,VR2Tx-480876,Tilt angle,25,°
2020-03-01 08:00:00,VR2Tx-480876,Temperature,6.7,°C
2020-03-01 08:00:00,VR2Tx-480876,Average noise,313.5,mV
2020-03-01 09:00:00,VR2Tx-480876,Battery,3.5,V
2020-03-01 09:00:00,VR2Tx-480876,Hourly Pings on 69 kHz,1310,
2020-03-01 09:00:00,VR2Tx-480876,Hourly Detections on 69 kHz,139,
2020-03-01 09:00:00,VR2Tx-480876,Tilt angle,14,°
2020-03-01 09:00:00,VR2Tx-480876,Temperature,6.7,°C
2020-03-01 09:00:00,VR2Tx-480876,Average noise,250.7,mV
2020-03-01 10:00:00,VR2Tx-480876,Battery,3.5,V
2020-03-01 10:00:00,VR2Tx-480876,Hourly Pings on 69 kHz,1386,
2020-03-01 10:00:00,VR2Tx-480876,Hourly Detections on 69 kHz,133,
2020-03-01 10:00:00,VR2Tx-480876,Tilt angle,22,°
2020-03-01 10:00:00,VR2Tx-480876,Temperature,6.7,°C
2020-03-01 10:00:00,VR2Tx-480876,Average noise,246.5,mV
2020-03-01 11:00:00,VR2Tx-480876,Battery,3.5,V
2020-03-01 11:00:00,VR2Tx-480876,Hourly Pings on 69 kHz,1267,
2020-03-01 11:00:00,VR2Tx-480876,Hourly Detections on 69 kHz,107,
2020-03-01 11:00:00,VR2Tx-480876,Tilt angle,15,°
2020-03-01 11:00:00,VR2Tx-480876,Temperature,6.8,°C
2020-03-01 11:00:00,VR2Tx-480876,Average noise,325.8,mV
2020-03-01 12:00:00,VR2Tx-480876,Battery,3.5,V
2020-03-01 12:00:00,VR2Tx-480876,Hourly Pings on 69 kHz,940,
2020-03-01 12:00:00,VR2Tx-480876,Hourly Detections on 69 kHz,74,
2020-03-01 12:00:00,VR2Tx-480876,Tilt angle,21,°
2020-03-01 12:00:00,VR2Tx-480876,Temperature,6.8,°C
2020-03-01 12:00:00,VR2Tx-480876,Average noise,424.8,mV
2020-03-01 13:00:00,VR2Tx-480876,Battery,3.5,V
2020-03-01 13:00:00,VR2Tx-480876,Hourly Pings on 69 kHz,770,
2020-03-01 13:00:00,VR2Tx-480876,Hourly Detections on 69 kHz,58,
2020-03-01 13:00:00,VR2Tx-480876,Tilt angle,28,°
2020-03-01 13:00:00,VR2Tx-480876,Temperature,6.8,°C
2020-03-01 13:00:00,VR2Tx-480876,Average noise,477.3,mV
2020-03-01 14:00:00,VR2Tx-480876,Battery,3.5,V
2020-03-01 14:00:00,VR2Tx-480876,Hourly Pings on 69 kHz,660,
2020-03-01 14:00:00,VR2Tx-480876,Hourly Detections on 69 kHz,43,
2020-03-01 14:00:00,VR2Tx-480876,Tilt angle,18,°
2020-03-01 14:00:00,VR2Tx-480876,Temperature,6.8,°C
2020-03-01 14:00:00,VR2Tx-480876,Average noise,489.1,mV
2020-03-01 15:00:00,VR2Tx-480876,Battery,3.5,V
2020-03-01 15:00:00,VR2Tx-480876,Hourly Pings on 69 kHz,712,
2020-03-01 15:00:00,VR2Tx-480876,Hourly Detections on 69 kHz,50,
2020-03-01 15:00:00,VR2Tx-480876,Tilt angle,24,°
2020-03-01 15:00:00,VR2Tx-480876,Temperature,6.9,°C
2020-03-01 15:00:00,VR2Tx-480876,Average noise,480.7,mV
2020-03-01 16:00:00,VR2Tx-480876,Battery,3.5,V
2020-03-01 16:00:00,VR2Tx-480876,Hourly Pings on 69 kHz,577,
2020-03-01 16:00:00,VR2Tx-480876,Hourly Detections on 69 kHz,38,
2020-03-01 16:00:00,VR2Tx-480876,Tilt angle,17,°
2020-03-01 16:00:00,VR2Tx-480876,Temperature,6.9,°C
2020-03-01 16:00:00,VR2Tx-480876,Average noise,462.5,mV
2020-03-01 17:00:00,VR2Tx-480876,Battery,3.5,V
2020-03-01 17:00:00,VR2Tx-480876,Hourly Pings on 69 kHz,1144,
2020-03-01 17:00:00,VR2Tx-480876,Hourly Detections on 69 kHz,104,
2020-03-01 17:00:00,VR2Tx-480876,Tilt angle,13,°
2020-03-01 17:00:00,VR2Tx-480876,Temperature,6.9,°C
2020-03-01 17:00:00,VR2Tx-480876,Average noise,252.5,mV
2020-03-01 18:00:00,VR2Tx-480876,Battery,3.5,V
2020-03-01 18:00:00,VR2Tx-480876,Hourly Pings on 69 kHz,1412,
2020-03-01 18:00:00,VR2Tx-480876,Hourly Detections on 69 kHz,151,
2020-03-01 18:00:00,VR2Tx-480876,Tilt angle,15,°
2020-03-01 18:00:00,VR2Tx-480876,Temperature,6.9,°C
2020-03-01 18:00:00,VR2Tx-480876,Average noise,183.2,mV
2020-03-01 19:00:00,VR2Tx-480876,Battery,3.5,V
2020-03-01 19:00:00,VR2Tx-480876,Hourly Pings on 69 kHz,1457,
2020-03-01 19:00:00,VR2Tx-480876,Hourly Detections on 69 kHz,143,
2020-03-01 19:00:00,VR2Tx-480876,Tilt angle,23,°
2020-03-01 19:00:00,VR2Tx-480876,Temperature,6.8,°C
2020-03-01 19:00:00,VR2Tx-480876,Average noise,204.3,mV
2020-03-01 20:00:00,VR2Tx-480876,Battery,3.5,V
2020-03-01 20:00:00,VR2Tx-480876,Hourly Pings on 69 kHz,956,
2020-03-01 20:00:00,VR2Tx-480876,Hourly Detections on 69 kHz,72,
2020-03-01 20:00:00,VR2Tx-480876,Tilt angle,23,°
2020-03-01 20:00:00,VR2Tx-480876,Temperature,6.8,°C
2020-03-01 20:00:00,VR2Tx-480876,Average noise,393.0,mV
2020-03-01 21:00:00,VR2Tx-480876,Battery,3.5,V
2020-03-01 21:00:00,VR2Tx-480876,Hourly Pings on 69 kHz,1281,
2020-03-01 21:00:00,VR2Tx-480876,Hourly Detections on 69 kHz,109,
2020-03-01 21:00:00,VR2Tx-480876,Tilt angle,16,°
2020-03-01 21:00:00,VR2Tx-480876,Temperature,6.8,°C
2020-03-01 21:00:00,VR2Tx-480876,Average noise,249.2,mV
2020-03-01 22:00:00,VR2Tx-480876,Battery,3.5,V
2020-03-01 22:00:00,VR2Tx-480876,Hourly Pings on 69 kHz,1575,
2020-03-01 22:00:00,VR2Tx-480876,Hourly Detections on 69 kHz,159,
2020-03-01 22:00:00,VR2Tx-480876,Tilt angle,16,°
2020-03-01 22:00:00,VR2Tx-480876,Temperature,6.8,°C
2020-03-01 22:00:00,VR2Tx-480876,Average noise,160.3,mV
2020-03-01 23:00:00,VR2Tx-480876,Battery,3.5,V
