Date and Time (UTC),Receiver,Description,Data,Units
2020-02-29 00:00:00,VR2Tx-480878,Rejects on 69 kHz,50,
2020-02-29 00:00:00,VR2Tx-480878,Hourly Pings on 69 kHz,640,
2020-02-29 00:00:00,VR2Tx-480878,Hourly Detections on 69 kHz,60,
2020-02-29 00:00:00,VR2Tx-480878,Tilt angle,16,°
2020-02-29 00:00:00,VR2Tx-480878,Temperature,7.4,°C
2020-02-29 00:00:00,VR2Tx-480878,Average noise,439.5,mV
2020-02-29 01:00:00,VR2Tx-480878,Battery,3.6,V
2020-02-29 01:00:00,VR2Tx-480878,Hourly Pings on 69 kHz,517,
2020-02-29 01:00:00,VR2Tx-480878,Hourly Detections on 69 kHz,47,
2020-02-29 01:00:00,VR2Tx-480878,Tilt angle,17,°
2020-02-29 01:00:00,VR2Tx-480878,Temperature,7.4,°C
2020-02-29 01:00:00,VR2Tx-480878,Average noise,479.2,mV
2020-02-29 02:00:00,VR2Tx-480878,Battery,3.6,V
2020-02-29 02:00:00,VR2Tx-480878,Hourly Pings on 69 kHz,448,
2020-02-29 02:00:00,VR2Tx-480878,Hourly Detections on 69 kHz,39,
2020-02-29 02:00:00,VR2Tx-480878,Tilt angle,15,°
2020-02-29 02:00:00,VR2Tx-480878,Temperature,7.4,°C
2020-02-29 02:00:00,VR2Tx-480878,Average noise,484.0,mV
2020-02-29 03:00:00,VR2Tx-480878,Battery,3.6,V
2020-02-29 03:00:00,VR2Tx-480878,Hourly Pings on 69 kHz,480,
2020-02-29 03:00:00,VR2Tx-480878,Hourly Detections on 69 kHz,44,
2020-02-29 03:00:00,VR2Tx-480878,Tilt angle,15,°
2020-02-29 03:00:00,VR2Tx-480878,Temperature,7.4,°C
2020-02-29 03:00:00,VR2Tx-480878,Average noise,481.0,mV
2020-02-29 04:00:00,VR2Tx-480878,Battery,3.6,V
2020-02-29 04:00:00,VR2Tx-480878,Hourly Pings on 69 kHz,603,
2020-02-29 04:00:00,VR2Tx-480878,Hourly Detections on 69 kHz,58,
2020-02-29 04:00:00,VR2Tx-480878,Tilt angle,19,°
2020-02-29 04:00:00,VR2Tx-480878,Temperature,7.4,°C
2020-02-29 04:00:00,VR2Tx-480878,Average noise,425.6,mV
2020-02-29 05:00:00,VR2Tx-480878,Battery,3.6,V
2020-02-29 05:00:00,VR2Tx-480878,Hourly Pings on 69 kHz,1400,
2020-02-29 05:00:00,VR2Tx-480878,Hourly Detections on 69 kHz,147,
2020-02-29 05:00:00,VR2Tx-480878,Tilt angle,19,°
2020-02-29 05:00:00,VR2Tx-480878,Temperature,7.4,°C
2020-02-29 05:00:00,VR2Tx-480878,Average noise,171.7,mV
2020-02-29 06:00:00,VR2Tx-480878,Battery,3.6,V
2020-02-29 06:00:00,VR2Tx-480878,Hourly Pings on 69 kHz,1493,
2020-02-29 06:00:00,VR2Tx-480878,Hourly Detections on 69 kHz,164,
2020-02-29 06:00:00,VR2Tx-480878,Tilt angle,20,°
2020-02-29 06:00:00,VR2Tx-480878,Temperature,7.4,°C
2020-02-29 06:00:00,VR2Tx-480878,Average noise,162.7,mV
2020-02-29 07:00:00,VR2Tx-480878,Battery,3.6,V
2020-02-29 07:00:00,VR2Tx-480878,Hourly Pings on 69 kHz,1311,
2020-02-29 07:00:00,VR2Tx-480878,Hourly Detections on 69 kHz,131,
2020-02-29 07:00:00,VR2Tx-480878,Tilt angle,27,°
2020-02-29 07:00:00,VR2Tx-480878,Temperature,7.4,°C
2020-02-29 07:00:00,VR2Tx-480878,Average noise,230.4,mV
2020-02-29 08:00:00,VR2Tx-480878,Battery,3.6,V
2020-02-29 08:00:00,VR2Tx-480878,Hourly Pings on 69 kHz,1301,
2020-02-29 08:00:00,VR2Tx-480878,Hourly Detections on 69 kHz,121,
2020-02-29 08:00:00,VR2Tx-480878,Tilt angle,21,°
2020-02-29 08:00:00,VR2Tx-480878,Temperature,7.2,°C
2020-02-29 08:00:00,VR2Tx-480878,Average noise,235.9,mV
2020-02-29 09:00:00,VR2Tx-480878,Battery,3.6,V
2020-02-29 09:00:00,VR2Tx-480878,Hourly Pings on 69 kHz,1242,
2020-02-29 09:00:00,VR2Tx-480878,Hourly Detections on 69 kHz,120,
2020-02-29 09:00:00,VR2Tx-480878,Tilt angle,18,°
2020-02-29 09:00:00,VR2Tx-480878,Temperature,7.2,°C
2020-02-29 09:00:00,VR2Tx-480878,Average noise,271.5,mV
2020-02-29 10:00:00,VR2Tx-480878,Battery,3.6,V
2020-02-29 10:00:00,VR2Tx-480878,Hourly Pings on 69 kHz,1280,
2020-02-29 10:00:00,VR2Tx-480878,Hourly Detections on 69 kHz,119,
2020-02-29 10:00:00,VR2Tx-480878,Tilt angle,16,°
2020-02-29 10:00:00,VR2Tx-480878,Temperature,7.4,°C
2020-02-29 10:00:00,VR2Tx-480878,Average noise,240.7,mV
2020-02-29 11:00:00,VR2Tx-480878,Battery,3.6,V
2020-02-29 11:00:00,VR2Tx-480878,Hourly Pings on 69 kHz,868,
2020-02-29 11:00:00,VR2Tx-480878,Hourly Detections on 69 kHz,76,
2020-02-29 11:00:00,VR2Tx-480878,Tilt angle,25,°
2020-02-29 11:00:00,VR2Tx-480878,Temperature,7.5,°C
2020-02-29 11:00:00,VR2Tx-480878,Average noise,347.0,mV
2020-02-29 12:00:00,VR2Tx-480878,Battery,3.6,V
2020-02-29 12:00:00,VR2Tx-480878,Hourly Pings on 69 kHz,555,
2020-02-29 12:00:00,VR2Tx-480878,Hourly Detections on 69 kHz,49,
2020-02-29 12:00:00,VR2Tx-480878,Tilt angle,20,°
2020-02-29 12:00:00,VR2Tx-480878,Temperature,7.6,°C
2020-02-29 12:00:00,VR2Tx-480878,Average noise,436.5,mV
2020-02-29 13:00:00,VR2Tx-480878,Battery,3.6,V
2020-02-29 13:00:00,VR2Tx-480878,Hourly Pings on 69 kHz,440,
2020-02-29 13:00:00,VR2Tx-480878,Hourly Detections on 69 kHz,39,
2020-02-29 13:00:00,VR2Tx-480878,Tilt angle,18,°
2020-02-29 13:00:00,VR2Tx-480878,Temperature,7.6,°C
2020-02-29 13:00:00,VR2Tx-480878,Average noise,489.1,mV
2020-02-29 14:00:00,VR2Tx-480878,Battery,3.6,V
2020-02-29 14:00:00,VR2Tx-480878,Hourly Pings on 69 kHz,529,
2020-02-29 14:00:00,VR2Tx-480878,Hourly Detections on 69 kHz,49,
2020-02-29 14:00:00,VR2Tx-480878,Tilt angle,24,°
2020-02-29 14:00:00,VR2Tx-480878,Temperature,7.6,°C
2020-02-29 14:00:00,VR2Tx-480878,Average noise,519.5,mV
2020-02-29 15:00:00,VR2Tx-480878,Battery,3.6,V
2020-02-29 15:00:00,VR2Tx-480878,Hourly Pings on 69 kHz,614,
2020-02-29 15:00:00,VR2Tx-480878,Hourly Detections on 69 kHz,49,
2020-02-29 15:00:00,VR2Tx-480878,Tilt angle,23,°
2020-02-29 15:00:00,VR2Tx-480878,Temperature,7.6,°C
2020-02-29 15:00:00,VR2Tx-480878,Average noise,503.1,mV
2020-02-29 16:00:00,VR2Tx-480878,Battery,3.6,V
2020-02-29 16:00:00,VR2Tx-480878,Hourly Pings on 69 kHz,712,
2020-02-29 16:00:00,VR2Tx-480878,Hourly Detections on 69 kHz,58,
2020-02-29 16:00:00,VR2Tx-480878,Tilt angle,16,°
2020-02-29 16:00:00,VR2Tx-480878,Temperature,7.6,°C
2020-02-29 16:00:00,VR2Tx-480878,Average noise,492.2,mV
2020-02-29 17:00:00,VR2Tx-480878,Battery,3.6,V
2020-02-29 17:00:00,VR2Tx-480878,Hourly Pings on 69 kHz,1298,
2020-02-29 17:00:00,VR2Tx-480878,Hourly Detections on 69 kHz,140,
2020-02-29 17:00:00,VR2Tx-480878,Tilt angle,20,°
2020-02-29 17:00:00,VR2Tx-480878,Temperature,7.6,°C
2020-02-29 17:00:00,VR2Tx-480878,Average noise,207.5,mV
2020-02-29 18:00:00,VR2Tx-480878,Battery,3.6,V
2020-02-29 18:00:00,VR2Tx-480878,Hourly Pings on 69 kHz,1097,
2020-02-29 18:00:00,VR2Tx-480878,Hourly Detections on 69 kHz,101,
2020-02-29 18:00:00,VR2Tx-480878,Tilt angle,20,°
2020-02-29 18:00:00,VR2Tx-480878,Temperature,7.6,°C
2020-02-29 18:00:00,VR2Tx-480878,Average noise,229.2,mV
2020-02-29 19:00:00,VR2Tx-480878,Battery,3.6,V
2020-02-29 19:00:00,VR2Tx-480878,Hourly Pings on 69 kHz,837,
2020-02-29 19:00:00,VR2Tx-480878,Hourly Detections on 69 kHz,80,
2020-02-29 19:00:00,VR2Tx-480878,Tilt angle,28,°
2020-02-29 19:00:00,VR2Tx-480878,Temperature,7.6,°C
2020-02-29 19:00:00,VR2Tx-480878,Average noise,281.7,mV
2020-02-29 20:00:00,VR2Tx-480878,Battery,3.6,V
2020-02-29 20:00:00,VR2Tx-480878,Hourly Pings on 69 kHz,1034,
2020-02-29 20:00:00,VR2Tx-480878,Hourly Detections on 69 kHz,95,
2020-02-29 20:00:00,VR2Tx-480878,Tilt angle,21,°
2020-02-29 20:00:00,VR2Tx-480878,Temperature,7.5,°C
2020-02-29 20:00:00,VR2Tx-480878,Average noise,251.7,mV
2020-02-29 21:00:00,VR2Tx-480878,Battery,3.6,V
2020-02-29 21:00:00,VR2Tx-480878,Hourly Pings on 69 kHz,1364,
2020-02-29 21:00:00,VR2Tx-480878,Hourly Detections on 69 kHz,136,
2020-02-29 21:00:00,VR2Tx-480878,Tilt angle,15,°
2020-02-29 21:00:00,VR2Tx-480878,Temperature,7.4,°C
2020-02-29 21:00:00,VR2Tx-480878,Average noise,170.7,mV
2020-02-29 22:00:00,VR2Tx-480878,Battery,3.6,V
2020-02-29 22:00:00,VR2Tx-480878,Hourly Pings on 69 kHz,1450,
2020-02-29 22:00:00,VR2Tx-480878,Hourly Detections on 69 kHz,143,
2020-02-29 22:00:00,VR2Tx-480878,Tilt angle,19,°
2020-02-29 22:00:00,VR2Tx-480878,Temperature,7.5,°C
2020-02-29 22:00:00,VR2Tx-480878,Average noise,213.9,mV
2020-02-29 23:00:00,VR2Tx-480878,Battery,3.6,V
2020-02-29 23:00:00,VR2Tx-480878,Hourly Pings on 69 kHz,1108,
2020-02-29 23:00:00,VR2Tx-480878,Hourly Detections on 69 kHz,98,
2020-02-29 23:00:00,VR2Tx-480878,Tilt angle,21,°
2020-02-29 23:00:00,VR2Tx-480878,Temperature,7.5,°C
2020-02-29 23:00:00,VR2Tx-480878,Average noise,313.2,mV
2020-03-01 00:00:00,VR2Tx-480878,Memory Capacity,0.2,%
2020-03-01 00:00:00,VR2Tx-480878,Pings on 69 kHz,22768,
2020-03-01 00:00:00,VR2Tx-480878,Syncs on 69 kHz,3294,
2020-03-01 00:00:00,VR2Tx-480878,Rejects on 69 kHz,97,
2020-03-01 00:00:00,VR2Tx-480878,Battery,3.5,V
2020-03-01 00:00:00,VR2Tx-480878,Hourly Pings on 69 kHz,788,
2020-03-01 00:00:00,VR2Tx-480878,Hourly Detections on 69 kHz,73,
2020-03-01 00:00:00,VR2Tx-480878,Tilt angle,13,°
2020-03-01 00:00:00,VR2Tx-480878,Temperature,7.4,°C
2020-03-01 00:00:00,VR2Tx-480878,Average noise,412.9,mV
2020-03-01 01:00:00,VR2Tx-480878,Battery,3.6,V
2020-03-01 01:00:00,VR2Tx-480878,Hourly Pings on 69 kHz,678,
2020-03-01 01:00:00,VR2Tx-480878,Hourly Detections on 69 kHz,60,
2020-03-01 01:00:00,VR2Tx-480878,Tilt angle,17,°
2020-03-01 01:00:00,VR2Tx-480878,Temperature,7.4,°C
2020-03-01 01:00:00,VR2Tx-480878,Average noise,468.9,mV
2020-03-01 02:00:00,VR2Tx-480878,Battery,3.6,V
2020-03-01 02:00:00,VR2Tx-480878,Hourly Pings on 69 kHz,675,
2020-03-01 02:00:00,VR2Tx-480878,Hourly Detections on 69 kHz,66,
2020-03-01 02:00:00,VR2Tx-480878,Tilt angle,18,°
2020-03-01 02:00:00,VR2Tx-480878,Temperature,7.4,°C
2020-03-01 02:00:00,VR2Tx-480878,Average noise,490.7,mV
2020-03-01 03:00:00,VR2Tx-480878,Battery,3.6,V
2020-03-01 03:00:00,VR2Tx-480878,Hourly Pings on 69 kHz,700,
2020-03-01 03:00:00,VR2Tx-480878,Hourly Detections on 69 kHz,71,
2020-03-01 03:00:00,VR2Tx-480878,Tilt angle,15,°
2020-03-01 03:00:00,VR2Tx-480878,Temperature,7.4,°C
2020-03-01 03:00:00,VR2Tx-480878,Average noise,469.1,mV
2020-03-01 04:00:00,VR2Tx-480878,Battery,3.6,V
2020-03-01 04:00:00,VR2Tx-480878,Hourly Pings on 69 kHz,827,
2020-03-01 04:00:00,VR2Tx-480878,Hourly Detections on 69 kHz,79,
2020-03-01 04:00:00,VR2Tx-480878,Tilt angle,16,°
2020-03-01 04:00:00,VR2Tx-480878,Temperature,7.4,°C
2020-03-01 04:00:00,VR2Tx-480878,Average noise,446.5,mV
2020-03-01 05:00:00,VR2Tx-480878,Battery,3.6,V
2020-03-01 05:00:00,VR2Tx-480878,Hourly Pings on 69 kHz,1360,
2020-03-01 05:00:00,VR2Tx-480878,Hourly Detections on 69 kHz,138,
2020-03-01 05:00:00,VR2Tx-480878,Tilt angle,19,°
2020-03-01 05:00:00,VR2Tx-480878,Temperature,7.4,°C
2020-03-01 05:00:00,VR2Tx-480878,Average noise,170.4,mV
2020-03-01 06:00:00,VR2Tx-480878,Battery,3.6,V
2020-03-01 06:00:00,VR2Tx-480878,Hourly Pings on 69 kHz,1275,
2020-03-01 06:00:00,VR2Tx-480878,Hourly Detections on 69 kHz,131,
2020-03-01 06:00:00,VR2Tx-480878,Tilt angle,18,°
2020-03-01 06:00:00,VR2Tx-480878,Temperature,7.3,°C
2020-03-01 06:00:00,VR2Tx-480878,Average noise,209.3,mV
2020-03-01 07:00:00,VR2Tx-480878,Battery,3.6,V
2020-03-01 07:00:00,VR2Tx-480878,Hourly Pings on 69 kHz,1364,
2020-03-01 07:00:00,VR2Tx-480878,Hourly Detections on 69 kHz,137,
2020-03-01 07:00:00,VR2Tx-480878,Tilt angle,24,°
2020-03-01 07:00:00,VR2Tx-480878,Temperature,7.3,°C
2020-03-01 07:00:00,VR2Tx-480878,Average noise,224.8,mV
2020-03-01 08:00:00,VR2Tx-480878,Battery,3.6,V
2020-03-01 08:00:00,VR2Tx-480878,Hourly Pings on 69 kHz,1182,
2020-03-01 08:00:00,VR2Tx-480878,Hourly Detections on 69 kHz,111,
2020-03-01 08:00:00,VR2Tx-480878,Tilt angle,20,°
2020-03-01 08:00:00,VR2Tx-480878,Temperature,7.3,°C
2020-03-01 08:00:00,VR2Tx-480878,Average noise,278.2,mV
2020-03-01 09:00:00,VR2Tx-480878,Battery,3.6,V
2020-03-01 09:00:00,VR2Tx-480878,Hourly Pings on 69 kHz,1300,
2020-03-01 09:00:00,VR2Tx-480878,Hourly Detections on 69 kHz,130,
2020-03-01 09:00:00,VR2Tx-480878,Tilt angle,16,°
2020-03-01 09:00:00,VR2Tx-480878,Temperature,7.3,°C
2020-03-01 09:00:00,VR2Tx-480878,Average noise,262.9,mV
2020-03-01 10:00:00,VR2Tx-480878,Battery,3.6,V
2020-03-01 10:00:00,VR2Tx-480878,Hourly Pings on 69 kHz,1344,
2020-03-01 10:00:00,VR2Tx-480878,Hourly Detections on 69 kHz,129,
2020-03-01 10:00:00,VR2Tx-480878,Tilt angle,18,°
2020-03-01 10:00:00,VR2Tx-480878,Temperature,7.3,°C
2020-03-01 10:00:00,VR2Tx-480878,Average noise,244.6,mV
2020-03-01 11:00:00,VR2Tx-480878,Battery,3.6,V
2020-03-01 11:00:00,VR2Tx-480878,Hourly Pings on 69 kHz,1098,
2020-03-01 11:00:00,VR2Tx-480878,Hourly Detections on 69 kHz,98,
2020-03-01 11:00:00,VR2Tx-480878,Tilt angle,15,°
2020-03-01 11:00:00,VR2Tx-480878,Temperature,7.4,°C
2020-03-01 11:00:00,VR2Tx-480878,Average noise,309.6,mV
2020-03-01 12:00:00,VR2Tx-480878,Battery,3.6,V
2020-03-01 12:00:00,VR2Tx-480878,Hourly Pings on 69 kHz,799,
2020-03-01 12:00:00,VR2Tx-480878,Hourly Detections on 69 kHz,78,
2020-03-01 12:00:00,VR2Tx-480878,Tilt angle,25,°
2020-03-01 12:00:00,VR2Tx-480878,Temperature,7.4,°C
2020-03-01 12:00:00,VR2Tx-480878,Average noise,402.3,mV
2020-03-01 13:00:00,VR2Tx-480878,Battery,3.6,V
2020-03-01 13:00:00,VR2Tx-480878,Hourly Pings on 69 kHz,809,
2020-03-01 13:00:00,VR2Tx-480878,Hourly Detections on 69 kHz,78,
2020-03-01 13:00:00,VR2Tx-480878,Tilt angle,18,°
2020-03-01 13:00:00,VR2Tx-480878,Temperature,7.4,°C
2020-03-01 13:00:00,VR2Tx-480878,Average noise,455.0,mV
2020-03-01 14:00:00,VR2Tx-480878,Battery,3.6,V
2020-03-01 14:00:00,VR2Tx-480878,Hourly Pings on 69 kHz,741,
2020-03-01 14:00:00,VR2Tx-480878,Hourly Detections on 69 kHz,75,
2020-03-01 14:00:00,VR2Tx-480878,Tilt angle,24,°
2020-03-01 14:00:00,VR2Tx-480878,Temperature,7.5,°C
2020-03-01 14:00:00,VR2Tx-480878,Average noise,460.7,mV
2020-03-01 15:00:00,VR2Tx-480878,Battery,3.5,V
2020-03-01 15:00:00,VR2Tx-480878,Hourly Pings on 69 kHz,929,
2020-03-01 15:00:00,VR2Tx-480878,Hourly Detections on 69 kHz,91,
2020-03-01 15:00:00,VR2Tx-480878,Tilt angle,20,°
2020-03-01 15:00:00,VR2Tx-480878,Temperature,7.5,°C
2020-03-01 15:00:00,VR2Tx-480878,Average noise,443.5,mV
2020-03-01 16:00:00,VR2Tx-480878,Battery,3.6,V
2020-03-01 16:00:00,VR2Tx-480878,Hourly Pings on 69 kHz,758,
2020-03-01 16:00:00,VR2Tx-480878,Hourly Detections on 69 kHz,70,
2020-03-01 16:00:00,VR2Tx-480878,Tilt angle,15,°
2020-03-01 16:00:00,VR2Tx-480878,Temperature,7.5,°C
2020-03-01 16:00:00,VR2Tx-480878,Average noise,433.5,mV
2020-03-01 17:00:00,VR2Tx-480878,Battery,3.6,V
2020-03-01 17:00:00,VR2Tx-480878,Hourly Pings on 69 kHz,1197,
2020-03-01 17:00:00,VR2Tx-480878,Hourly Detections on 69 kHz,129,
2020-03-01 17:00:00,VR2Tx-480878,Tilt angle,19,°
2020-03-01 17:00:00,VR2Tx-480878,Temperature,7.5,°C
2020-03-01 17:00:00,VR2Tx-480878,Average noise,223.0,mV
2020-03-01 18:00:00,VR2Tx-480878,Battery,3.6,V
2020-03-01 18:00:00,VR2Tx-480878,Hourly Pings on 69 kHz,1506,
2020-03-01 18:00:00,VR2Tx-480878,Hourly Detections on 69 kHz,168,
2020-03-01 18:00:00,VR2Tx-480878,Tilt angle,18,°
2020-03-01 18:00:00,VR2Tx-480878,Temperature,7.5,°C
2020-03-01 18:00:00,VR2Tx-480878,Average noise,170.8,mV
2020-03-01 19:00:00,VR2Tx-480878,Battery,3.5,V
2020-03-01 19:00:00,VR2Tx-480878,Hourly Pings on 69 kHz,1415,
2020-03-01 19:00:00,VR2Tx-480878,Hourly Detections on 69 kHz,143,
2020-03-01 19:00:00,VR2Tx-480878,Tilt angle,20,°
2020-03-01 19:00:00,VR2Tx-480878,Temperature,7.4,°C
2020-03-01 19:00:00,VR2Tx-480878,Average noise,182.9,mV
2020-03-01 20:00:00,VR2Tx-480878,Battery,3.6,V
2020-03-01 20:00:00,VR2Tx-480878,Hourly Pings on 69 kHz,1128,
2020-03-01 20:00:00,VR2Tx-480878,Hourly Detections on 69 kHz,113,
2020-03-01 20:00:00,VR2Tx-480878,Tilt angle,23,°
2020-03-01 20:00:00,VR2Tx-480878,Temperature,7.4,°C
2020-03-01 20:00:00,VR2Tx-480878,Average noise,319.7,mV
2020-03-01 21:00:00,VR2Tx-480878,Battery,3.6,V
2020-03-01 21:00:00,VR2Tx-480878,Hourly Pings on 69 kHz,1210,
2020-03-01 21:00:00,VR2Tx-480878,Hourly Detections on 69 kHz,114,
2020-03-01 21:00:00,VR2Tx-480878,Tilt angle,17,°
2020-03-01 21:00:00,VR2Tx-480878,Temperature,7.4,°C
2020-03-01 21:00:00,VR2Tx-480878,Average noise,212.7,mV
2020-03-01 22:00:00,VR2Tx-480878,Battery,3.6,V
2020-03-01 22:00:00,VR2Tx-480878,Hourly Pings on 69 kHz,1482,
2020-03-01 22:00:00,VR2Tx-480878,Hourly Detections on 69 kHz,145,
2020-03-01 22:00:00,VR2Tx-480878,Tilt angle,17,°
2020-03-01 22:00:00,VR2Tx-480878,Temperature,7.4,°C
2020-03-01 22:00:00,VR2Tx-480878,Average noise,165.5,mV
2020-03-01 23:00:00,VR2Tx-480878,Battery,3.6,V
