Date and Time (UTC),Receiver,Description,Data,Units
2020-02-28 22:00:00,VR2Tx-480875,Temperature,6.5,°C
2020-02-28 22:00:00,VR2Tx-480875,Average noise,278.9,mV
2020-02-28 23:00:00,VR2Tx-480875,Battery,3.5,V
2020-02-28 23:00:00,VR2Tx-480875,Hourly Pings on 69 kHz,739,
2020-02-28 23:00:00,VR2Tx-480875,Hourly Detections on 69 kHz,73,
2020-02-28 23:00:00,VR2Tx-480875,Tilt angle,38,°
2020-02-28 23:00:00,VR2Tx-480875,Temperature,6.5,°C
2020-02-28 23:00:00,VR2Tx-480875,Average noise,415.2,mV
2020-02-29 00:00:00,VR2Tx-480875,Memory Capacity,0.1,%
2020-02-29 00:00:00,VR2Tx-480875,Battery,3.5,V
2020-02-29 00:00:00,VR2Tx-480875,Pings on 69 kHz,11362,
2020-02-29 00:00:00,VR2Tx-480875,Syncs on 69 kHz,1632,
2020-02-29 00:00:00,VR2Tx-480875,Rejects on 69 kHz,87,
2020-02-29 00:00:00,VR2Tx-480875,Hourly Pings on 69 kHz,460,
2020-02-29 00:00:00,VR2Tx-480875,Hourly Detections on 69 kHz,48,
2020-02-29 00:00:00,VR2Tx-480875,Tilt angle,38,°
2020-02-29 00:00:00,VR2Tx-480875,Temperature,6.5,°C
2020-02-29 00:00:00,VR2Tx-480875,Average noise,496.9,mV
2020-02-29 01:00:00,VR2Tx-480875,Battery,3.5,V
2020-02-29 01:00:00,VR2Tx-480875,Hourly Pings on 69 kHz,383,
2020-02-29 01:00:00,VR2Tx-480875,Hourly Detections on 69 kHz,44,
2020-02-29 01:00:00,VR2Tx-480875,Tilt angle,37,°
2020-02-29 01:00:00,VR2Tx-480875,Temperature,6.5,°C
2020-02-29 01:00:00,VR2Tx-480875,Average noise,524.1,mV
2020-02-29 02:00:00,VR2Tx-480875,Battery,3.5,V
2020-02-29 02:00:00,VR2Tx-480875,Hourly Pings on 69 kHz,267,
2020-02-29 02:00:00,VR2Tx-480875,Hourly Detections on 69 kHz,33,
2020-02-29 02:00:00,VR2Tx-480875,Tilt angle,36,°
2020-02-29 02:00:00,VR2Tx-480875,Temperature,6.6,°C
2020-02-29 02:00:00,VR2Tx-480875,Average noise,532.4,mV
2020-02-29 03:00:00,VR2Tx-480875,Battery,3.5,V
2020-02-29 03:00:00,VR2Tx-480875,Hourly Pings on 69 kHz,311,
2020-02-29 03:00:00,VR2Tx-480875,Hourly Detections on 69 kHz,37,
2020-02-29 03:00:00,VR2Tx-480875,Tilt angle,36,°
2020-02-29 03:00:00,VR2Tx-480875,Temperature,6.6,°C
2020-02-29 03:00:00,VR2Tx-480875,Average noise,540.8,mV
2020-02-29 04:00:00,VR2Tx-480875,Battery,3.5,V
2020-02-29 04:00:00,VR2Tx-480875,Hourly Pings on 69 kHz,392,
2020-02-29 04:00:00,VR2Tx-480875,Hourly Detections on 69 kHz,42,
2020-02-29 04:00:00,VR2Tx-480875,Tilt angle,36,°
2020-02-29 04:00:00,VR2Tx-480875,Temperature,6.6,°C
2020-02-29 04:00:00,VR2Tx-480875,Average noise,488.6,mV
2020-02-29 05:00:00,VR2Tx-480875,Battery,3.5,V
2020-02-29 05:00:00,VR2Tx-480875,Hourly Pings on 69 kHz,1253,
2020-02-29 05:00:00,VR2Tx-480875,Hourly Detections on 69 kHz,121,
2020-02-29 05:00:00,VR2Tx-480875,Tilt angle,35,°
2020-02-29 05:00:00,VR2Tx-480875,Temperature,6.6,°C
2020-02-29 05:00:00,VR2Tx-480875,Average noise,191.3,mV
2020-02-29 06:00:00,VR2Tx-480875,Battery,3.5,V
2020-02-29 06:00:00,VR2Tx-480875,Hourly Pings on 69 kHz,1487,
2020-02-29 06:00:00,VR2Tx-480875,Hourly Detections on 69 kHz,155,
2020-02-29 06:00:00,VR2Tx-480875,Tilt angle,34,°
2020-02-29 06:00:00,VR2Tx-480875,Temperature,6.6,°C
2020-02-29 06:00:00,VR2Tx-480875,Average noise,154.9,mV
2020-02-29 07:00:00,VR2Tx-480875,Battery,3.5,V
2020-02-29 07:00:00,VR2Tx-480875,Hourly Pings on 69 kHz,1324,
2020-02-29 07:00:00,VR2Tx-480875,Hourly Detections on 69 kHz,126,
2020-02-29 07:00:00,VR2Tx-480875,Tilt angle,31,°
2020-02-29 07:00:00,VR2Tx-480875,Temperature,6.5,°C
2020-02-29 07:00:00,VR2Tx-480875,Average noise,286.2,mV
2020-02-29 08:00:00,VR2Tx-480875,Battery,3.5,V
2020-02-29 08:00:00,VR2Tx-480875,Hourly Pings on 69 kHz,1394,
2020-02-29 08:00:00,VR2Tx-480875,Hourly Detections on 69 kHz,126,
2020-02-29 08:00:00,VR2Tx-480875,Tilt angle,33,°
2020-02-29 08:00:00,VR2Tx-480875,Temperature,6.5,°C
2020-02-29 08:00:00,VR2Tx-480875,Average noise,272.0,mV
2020-02-29 09:00:00,VR2Tx-480875,Battery,3.5,V
2020-02-29 09:00:00,VR2Tx-480875,Hourly Pings on 69 kHz,1234,
2020-02-29 09:00:00,VR2Tx-480875,Hourly Detections on 69 kHz,121,
2020-02-29 09:00:00,VR2Tx-480875,Tilt angle,35,°
2020-02-29 09:00:00,VR2Tx-480875,Temperature,6.5,°C
2020-02-29 09:00:00,VR2Tx-480875,Average noise,240.9,mV
2020-02-29 10:00:00,VR2Tx-480875,Battery,3.5,V
2020-02-29 10:00:00,VR2Tx-480875,Hourly Pings on 69 kHz,1308,
2020-02-29 10:00:00,VR2Tx-480875,Hourly Detections on 69 kHz,117,
2020-02-29 10:00:00,VR2Tx-480875,Tilt angle,35,°
2020-02-29 10:00:00,VR2Tx-480875,Temperature,6.6,°C
2020-02-29 10:00:00,VR2Tx-480875,Average noise,275.5,mV
2020-02-29 11:00:00,VR2Tx-480875,Battery,3.5,V
2020-02-29 11:00:00,VR2Tx-480875,Hourly Pings on 69 kHz,913,
2020-02-29 11:00:00,VR2Tx-480875,Hourly Detections on 69 kHz,82,
2020-02-29 11:00:00,VR2Tx-480875,Tilt angle,36,°
2020-02-29 11:00:00,VR2Tx-480875,Temperature,6.6,°C
2020-02-29 11:00:00,VR2Tx-480875,Average noise,389.6,mV
2020-02-29 12:00:00,VR2Tx-480875,Battery,3.5,V
2020-02-29 12:00:00,VR2Tx-480875,Hourly Pings on 69 kHz,556,
2020-02-29 12:00:00,VR2Tx-480875,Hourly Detections on 69 kHz,59,
2020-02-29 12:00:00,VR2Tx-480875,Tilt angle,37,°
2020-02-29 12:00:00,VR2Tx-480875,Temperature,6.7,°C
2020-02-29 12:00:00,VR2Tx-480875,Average noise,491.9,mV
2020-02-29 13:00:00,VR2Tx-480875,Battery,3.5,V
2020-02-29 13:00:00,VR2Tx-480875,Hourly Pings on 69 kHz,352,
2020-02-29 13:00:00,VR2Tx-480875,Hourly Detections on 69 kHz,41,
2020-02-29 13:00:00,VR2Tx-480875,Tilt angle,36,°
2020-02-29 13:00:00,VR2Tx-480875,Temperature,6.7,°C
2020-02-29 13:00:00,VR2Tx-480875,Average noise,552.0,mV
2020-02-29 14:00:00,VR2Tx-480875,Battery,3.5,V
2020-02-29 14:00:00,VR2Tx-480875,Hourly Pings on 69 kHz,321,
2020-02-29 14:00:00,VR2Tx-480875,Hourly Detections on 69 kHz,37,
2020-02-29 14:00:00,VR2Tx-480875,Tilt angle,35,°
2020-02-29 14:00:00,VR2Tx-480875,Temperature,6.8,°C
2020-02-29 14:00:00,VR2Tx-480875,Average noise,560.7,mV
2020-02-29 15:00:00,VR2Tx-480875,Battery,3.5,V
2020-02-29 15:00:00,VR2Tx-480875,Hourly Pings on 69 kHz,339,
2020-02-29 15:00:00,VR2Tx-480875,Hourly Detections on 69 kHz,40,
2020-02-29 15:00:00,VR2Tx-480875,Tilt angle,35,°
2020-02-29 15:00:00,VR2Tx-480875,Temperature,6.8,°C
2020-02-29 15:00:00,VR2Tx-480875,Average noise,546.7,mV
2020-02-29 16:00:00,VR2Tx-480875,Battery,3.5,V
2020-02-29 16:00:00,VR2Tx-480875,Hourly Pings on 69 kHz,362,
2020-02-29 16:00:00,VR2Tx-480875,Hourly Detections on 69 kHz,44,
2020-02-29 16:00:00,VR2Tx-480875,Tilt angle,35,°
2020-02-29 16:00:00,VR2Tx-480875,Temperature,6.8,°C
2020-02-29 16:00:00,VR2Tx-480875,Average noise,537.3,mV
2020-02-29 17:00:00,VR2Tx-480875,Battery,3.5,V
2020-02-29 17:00:00,VR2Tx-480875,Hourly Pings on 69 kHz,1188,
2020-02-29 17:00:00,VR2Tx-480875,Hourly Detections on 69 kHz,123,
2020-02-29 17:00:00,VR2Tx-480875,Tilt angle,34,°
2020-02-29 17:00:00,VR2Tx-480875,Temperature,6.7,°C
2020-02-29 17:00:00,VR2Tx-480875,Average noise,247.3,mV
2020-02-29 18:00:00,VR2Tx-480875,Battery,3.5,V
2020-02-29 18:00:00,VR2Tx-480875,Hourly Pings on 69 kHz,1324,
2020-02-29 18:00:00,VR2Tx-480875,Hourly Detections on 69 kHz,133,
2020-02-29 18:00:00,VR2Tx-480875,Tilt angle,34,°
2020-02-29 18:00:00,VR2Tx-480875,Temperature,6.7,°C
2020-02-29 18:00:00,VR2Tx-480875,Average noise,229.0,mV
2020-02-29 19:00:00,VR2Tx-480875,Battery,3.5,V
2020-02-29 19:00:00,VR2Tx-480875,Hourly Pings on 69 kHz,1224,
2020-02-29 19:00:00,VR2Tx-480875,Hourly Detections on 69 kHz,110,
2020-02-29 19:00:00,VR2Tx-480875,Tilt angle,33,°
2020-02-29 19:00:00,VR2Tx-480875,Temperature,6.7,°C
2020-02-29 19:00:00,VR2Tx-480875,Average noise,322.6,mV
2020-02-29 20:00:00,VR2Tx-480875,Battery,3.5,V
2020-02-29 20:00:00,VR2Tx-480875,Hourly Pings on 69 kHz,1279,
2020-02-29 20:00:00,VR2Tx-480875,Hourly Detections on 69 kHz,105,
2020-02-29 20:00:00,VR2Tx-480875,Tilt angle,32,°
2020-02-29 20:00:00,VR2Tx-480875,Temperature,6.6,°C
2020-02-29 20:00:00,VR2Tx-480875,Average noise,283.7,mV
2020-02-29 21:00:00,VR2Tx-480875,Battery,3.5,V
2020-02-29 21:00:00,VR2Tx-480875,Hourly Pings on 69 kHz,1457,
2020-02-29 21:00:00,VR2Tx-480875,Hourly Detections on 69 kHz,137,
2020-02-29 21:00:00,VR2Tx-480875,Tilt angle,33,°
2020-02-29 21:00:00,VR2Tx-480875,Temperature,6.6,°C
2020-02-29 21:00:00,VR2Tx-480875,Average noise,163.9,mV
2020-02-29 22:00:00,VR2Tx-480875,Battery,3.5,V
2020-02-29 22:00:00,VR2Tx-480875,Hourly Pings on 69 kHz,1505,
2020-02-29 22:00:00,VR2Tx-480875,Hourly Detections on 69 kHz,157,
2020-02-29 22:00:00,VR2Tx-480875,Tilt angle,35,°
2020-02-29 22:00:00,VR2Tx-480875,Temperature,6.6,°C
2020-02-29 22:00:00,VR2Tx-480875,Average noise,221.5,mV
2020-02-29 23:00:00,VR2Tx-480875,Battery,3.5,V
2020-02-29 23:00:00,VR2Tx-480875,Hourly Pings on 69 kHz,1249,
2020-02-29 23:00:00,VR2Tx-480875,Hourly Detections on 69 kHz,118,
2020-02-29 23:00:00,VR2Tx-480875,Tilt angle,35,°
2020-02-29 23:00:00,VR2Tx-480875,Temperature,6.6,°C
2020-02-29 23:00:00,VR2Tx-480875,Average noise,377.3,mV
2020-03-01 00:00:00,VR2Tx-480875,Memory Capacity,0.2,%
2020-03-01 00:00:00,VR2Tx-480875,Battery,3.5,V
2020-03-01 00:00:00,VR2Tx-480875,Pings on 69 kHz,22261,
2020-03-01 00:00:00,VR2Tx-480875,Syncs on 69 kHz,3242,
2020-03-01 00:00:00,VR2Tx-480875,Rejects on 69 kHz,137,
2020-03-01 00:00:00,VR2Tx-480875,Hourly Pings on 69 kHz,839,
2020-03-01 00:00:00,VR2Tx-480875,Hourly Detections on 69 kHz,82,
2020-03-01 00:00:00,VR2Tx-480875,Tilt angle,35,°
2020-03-01 00:00:00,VR2Tx-480875,Temperature,6.6,°C
2020-03-01 00:00:00,VR2Tx-480875,Average noise,468.1,mV
2020-03-01 01:00:00,VR2Tx-480875,Battery,3.5,V
2020-03-01 01:00:00,VR2Tx-480875,Hourly Pings on 69 kHz,597,
2020-03-01 01:00:00,VR2Tx-480875,Hourly Detections on 69 kHz,60,
2020-03-01 01:00:00,VR2Tx-480875,Tilt angle,34,°
2020-03-01 01:00:00,VR2Tx-480875,Temperature,6.6,°C
2020-03-01 01:00:00,VR2Tx-480875,Average noise,519.2,mV
2020-03-01 02:00:00,VR2Tx-480875,Battery,3.5,V
2020-03-01 02:00:00,VR2Tx-480875,Hourly Pings on 69 kHz,584,
2020-03-01 02:00:00,VR2Tx-480875,Hourly Detections on 69 kHz,46,
2020-03-01 02:00:00,VR2Tx-480875,Tilt angle,35,°
2020-03-01 02:00:00,VR2Tx-480875,Temperature,6.5,°C
2020-03-01 02:00:00,VR2Tx-480875,Average noise,524.3,mV
2020-03-01 03:00:00,VR2Tx-480875,Battery,3.5,V
2020-03-01 03:00:00,VR2Tx-480875,Hourly Pings on 69 kHz,350,
2020-03-01 03:00:00,VR2Tx-480875,Hourly Detections on 69 kHz,36,
2020-03-01 03:00:00,VR2Tx-480875,Tilt angle,34,°
2020-03-01 03:00:00,VR2Tx-480875,Temperature,6.5,°C
2020-03-01 03:00:00,VR2Tx-480875,Average noise,529.8,mV
2020-03-01 04:00:00,VR2Tx-480875,Battery,3.5,V
2020-03-01 04:00:00,VR2Tx-480875,Hourly Pings on 69 kHz,513,
2020-03-01 04:00:00,VR2Tx-480875,Hourly Detections on 69 kHz,50,
2020-03-01 04:00:00,VR2Tx-480875,Tilt angle,35,°
2020-03-01 04:00:00,VR2Tx-480875,Temperature,6.5,°C
2020-03-01 04:00:00,VR2Tx-480875,Average noise,495.1,mV
2020-03-01 05:00:00,VR2Tx-480875,Battery,3.5,V
2020-03-01 05:00:00,VR2Tx-480875,Hourly Pings on 69 kHz,1359,
2020-03-01 05:00:00,VR2Tx-480875,Hourly Detections on 69 kHz,134,
2020-03-01 05:00:00,VR2Tx-480875,Tilt angle,35,°
2020-03-01 05:00:00,VR2Tx-480875,Temperature,6.5,°C
2020-03-01 05:00:00,VR2Tx-480875,Average noise,181.6,mV
2020-03-01 06:00:00,VR2Tx-480875,Battery,3.5,V
2020-03-01 06:00:00,VR2Tx-480875,Hourly Pings on 69 kHz,1421,
2020-03-01 06:00:00,VR2Tx-480875,Hourly Detections on 69 kHz,152,
2020-03-01 06:00:00,VR2Tx-480875,Tilt angle,34,°
2020-03-01 06:00:00,VR2Tx-480875,Temperature,6.4,°C
2020-03-01 06:00:00,VR2Tx-480875,Average noise,200.9,mV
2020-03-01 07:00:00,VR2Tx-480875,Battery,3.5,V
2020-03-01 07:00:00,VR2Tx-480875,Hourly Pings on 69 kHz,1435,
2020-03-01 07:00:00,VR2Tx-480875,Hourly Detections on 69 kHz,144,
2020-03-01 07:00:00,VR2Tx-480875,Tilt angle,35,°
2020-03-01 07:00:00,VR2Tx-480875,Temperature,6.4,°C
2020-03-01 07:00:00,VR2Tx-480875,Average noise,252.6,mV
2020-03-01 08:00:00,VR2Tx-480875,Battery,3.5,V
2020-03-01 08:00:00,VR2Tx-480875,Hourly Pings on 69 kHz,1385,
2020-03-01 08:00:00,VR2Tx-480875,Hourly Detections on 69 kHz,142,
2020-03-01 08:00:00,VR2Tx-480875,Tilt angle,35,°
2020-03-01 08:00:00,VR2Tx-480875,Temperature,6.4,°C
2020-03-01 08:00:00,VR2Tx-480875,Average noise,321.7,mV
2020-03-01 09:00:00,VR2Tx-480875,Battery,3.5,V
2020-03-01 09:00:00,VR2Tx-480875,Hourly Pings on 69 kHz,1326,
2020-03-01 09:00:00,VR2Tx-480875,Hourly Detections on 69 kHz,136,
2020-03-01 09:00:00,VR2Tx-480875,Tilt angle,34,°
2020-03-01 09:00:00,VR2Tx-480875,Temperature,6.4,°C
2020-03-01 09:00:00,VR2Tx-480875,Average noise,261.7,mV
2020-03-01 10:00:00,VR2Tx-480875,Battery,3.5,V
2020-03-01 10:00:00,VR2Tx-480875,Hourly Pings on 69 kHz,1380,
2020-03-01 10:00:00,VR2Tx-480875,Hourly Detections on 69 kHz,140,
2020-03-01 10:00:00,VR2Tx-480875,Tilt angle,35,°
2020-03-01 10:00:00,VR2Tx-480875,Temperature,6.4,°C
2020-03-01 10:00:00,VR2Tx-480875,Average noise,261.2,mV
2020-03-01 11:00:00,VR2Tx-480875,Battery,3.5,V
2020-03-01 11:00:00,VR2Tx-480875,Hourly Pings on 69 kHz,1272,
2020-03-01 11:00:00,VR2Tx-480875,Hourly Detections on 69 kHz,115,
2020-03-01 11:00:00,VR2Tx-480875,Tilt angle,37,°
2020-03-01 11:00:00,VR2Tx-480875,Temperature,6.5,°C
2020-03-01 11:00:00,VR2Tx-480875,Average noise,353.2,mV
2020-03-01 12:00:00,VR2Tx-480875,Battery,3.5,V
2020-03-01 12:00:00,VR2Tx-480875,Hourly Pings on 69 kHz,954,
2020-03-01 12:00:00,VR2Tx-480875,Hourly Detections on 69 kHz,89,
2020-03-01 12:00:00,VR2Tx-480875,Tilt angle,35,°
2020-03-01 12:00:00,VR2Tx-480875,Temperature,6.5,°C
2020-03-01 12:00:00,VR2Tx-480875,Average noise,447.9,mV
2020-03-01 13:00:00,VR2Tx-480875,Battery,3.5,V
2020-03-01 13:00:00,VR2Tx-480875,Hourly Pings on 69 kHz,729,
2020-03-01 13:00:00,VR2Tx-480875,Hourly Detections on 69 kHz,53,
2020-03-01 13:00:00,VR2Tx-480875,Tilt angle,36,°
2020-03-01 13:00:00,VR2Tx-480875,Temperature,6.6,°C
2020-03-01 13:00:00,VR2Tx-480875,Average noise,493.6,mV
2020-03-01 14:00:00,VR2Tx-480875,Battery,3.5,V
2020-03-01 14:00:00,VR2Tx-480875,Hourly Pings on 69 kHz,497,
2020-03-01 14:00:00,VR2Tx-480875,Hourly Detections on 69 kHz,45,
2020-03-01 14:00:00,VR2Tx-480875,Tilt angle,34,°
2020-03-01 14:00:00,VR2Tx-480875,Temperature,6.6,°C
2020-03-01 14:00:00,VR2Tx-480875,Average noise,497.6,mV
2020-03-01 15:00:00,VR2Tx-480875,Battery,3.5,V
2020-03-01 15:00:00,VR2Tx-480875,Hourly Pings on 69 kHz,531,
2020-03-01 15:00:00,VR2Tx-480875,Hourly Detections on 69 kHz,49,
2020-03-01 15:00:00,VR2Tx-480875,Tilt angle,35,°
2020-03-01 15:00:00,VR2Tx-480875,Temperature,6.6,°C
2020-03-01 15:00:00,VR2Tx-480875,Average noise,500.1,mV
2020-03-01 16:00:00,VR2Tx-480875,Battery,3.5,V
2020-03-01 16:00:00,VR2Tx-480875,Hourly Pings on 69 kHz,391,
2020-03-01 16:00:00,VR2Tx-480875,Hourly Detections on 69 kHz,41,
2020-03-01 16:00:00,VR2Tx-480875,Tilt angle,34,°
2020-03-01 16:00:00,VR2Tx-480875,Temperature,6.6,°C
2020-03-01 16:00:00,VR2Tx-480875,Average noise,481.5,mV
2020-03-01 17:00:00,VR2Tx-480875,Battery,3.5,V
2020-03-01 17:00:00,VR2Tx-480875,Hourly Pings on 69 kHz,1120,
2020-03-01 17:00:00,VR2Tx-480875,Hourly Detections on 69 kHz,107,
2020-03-01 17:00:00,VR2Tx-480875,Tilt angle,34,°
2020-03-01 17:00:00,VR2Tx-480875,Temperature,6.6,°C
2020-03-01 17:00:00,VR2Tx-480875,Average noise,269.4,mV
2020-03-01 18:00:00,VR2Tx-480875,Battery,3.5,V
2020-03-01 18:00:00,VR2Tx-480875,Hourly Pings on 69 kHz,1472,
2020-03-01 18:00:00,VR2Tx-480875,Hourly Detections on 69 kHz,161,
2020-03-01 18:00:00,VR2Tx-480875,Tilt angle,34,°
2020-03-01 18:00:00,VR2Tx-480875,Temperature,6.6,°C
2020-03-01 18:00:00,VR2Tx-480875,Average noise,172.8,mV
2020-03-01 19:00:00,VR2Tx-480875,Battery,3.5,V
2020-03-01 19:00:00,VR2Tx-480875,Hourly Pings on 69 kHz,1485,
2020-03-01 19:00:00,VR2Tx-480875,Hourly Detections on 69 kHz,159,
2020-03-01 19:00:00,VR2Tx-480875,Tilt angle,34,°
2020-03-01 19:00:00,VR2Tx-480875,Temperature,6.6,°C
2020-03-01 19:00:00,VR2Tx-480875,Average noise,212.8,mV
2020-03-01 20:00:00,VR2Tx-480875,Battery,3.5,V
2020-03-01 20:00:00,VR2Tx-480875,Hourly Pings on 69 kHz,1390,
2020-03-01 20:00:00,VR2Tx-480875,Hourly Detections on 69 kHz,137,
2020-03-01 20:00:00,VR2Tx-480875,Tilt angle,30,°
2020-03-01 20:00:00,VR2Tx-480875,Temperature,6.6,°C
2020-03-01 20:00:00,VR2Tx-480875,Average noise,399.5,mV
2020-03-01 21:00:00,VR2Tx-480875,Battery,3.5,V
2020-03-01 21:00:00,VR2Tx-480875,Hourly Pings on 69 kHz,1375,
2020-03-01 21:00:00,VR2Tx-480875,Hourly Detections on 69 kHz,130,
2020-03-01 21:00:00,VR2Tx-480875,Tilt angle,34,°
2020-03-01 21:00:00,VR2Tx-480875,Temperature,6.6,°C
2020-03-01 21:00:00,VR2Tx-480875,Average noise,259.7,mV
2020-03-01 22:00:00,VR2Tx-480875,Battery,3.5,V
