Date and Time (UTC),Receiver,Description,Data,Units
2020-02-28 14:00:00,VR2Tx-480874,Temperature,7.6,°C
2020-02-28 14:00:00,VR2Tx-480874,Average noise,573.5,mV
2020-02-28 15:00:00,VR2Tx-480874,Battery,3.6,V
2020-02-28 15:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,580,
2020-02-28 15:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,67,
2020-02-28 15:00:00,VR2Tx-480874,Tilt angle,26,°
2020-02-28 15:00:00,VR2Tx-480874,Temperature,7.7,°C
2020-02-28 15:00:00,VR2Tx-480874,Average noise,584.2,mV
2020-02-28 16:00:00,VR2Tx-480874,Battery,3.6,V
2020-02-28 16:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,546,
2020-02-28 16:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,55,
2020-02-28 16:00:00,VR2Tx-480874,Tilt angle,24,°
2020-02-28 16:00:00,VR2Tx-480874,Temperature,7.7,°C
2020-02-28 16:00:00,VR2Tx-480874,Average noise,581.4,mV
2020-02-28 17:00:00,VR2Tx-480874,Battery,3.6,V
2020-02-28 17:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,707,
2020-02-28 17:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,75,
2020-02-28 17:00:00,VR2Tx-480874,Tilt angle,15,°
2020-02-28 17:00:00,VR2Tx-480874,Temperature,7.7,°C
2020-02-28 17:00:00,VR2Tx-480874,Average noise,475.7,mV
2020-02-28 18:00:00,VR2Tx-480874,Battery,3.6,V
2020-02-28 18:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,1083,
2020-02-28 18:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,110,
2020-02-28 18:00:00,VR2Tx-480874,Tilt angle,12,°
2020-02-28 18:00:00,VR2Tx-480874,Temperature,7.7,°C
2020-02-28 18:00:00,VR2Tx-480874,Average noise,388.5,mV
2020-02-28 19:00:00,VR2Tx-480874,Battery,3.6,V
2020-02-28 19:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,1445,
2020-02-28 19:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,150,
2020-02-28 19:00:00,VR2Tx-480874,Tilt angle,8,°
2020-02-28 19:00:00,VR2Tx-480874,Temperature,7.6,°C
2020-02-28 19:00:00,VR2Tx-480874,Average noise,239.3,mV
2020-02-28 20:00:00,VR2Tx-480874,Battery,3.6,V
2020-02-28 20:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,1426,
2020-02-28 20:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,149,
2020-02-28 20:00:00,VR2Tx-480874,Tilt angle,13,°
2020-02-28 20:00:00,VR2Tx-480874,Temperature,7.6,°C
2020-02-28 20:00:00,VR2Tx-480874,Average noise,195.6,mV
2020-02-28 21:00:00,VR2Tx-480874,Battery,3.6,V
2020-02-28 21:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,1381,
2020-02-28 21:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,141,
2020-02-28 21:00:00,VR2Tx-480874,Tilt angle,24,°
2020-02-28 21:00:00,VR2Tx-480874,Temperature,7.6,°C
2020-02-28 21:00:00,VR2Tx-480874,Average noise,177.5,mV
2020-02-28 22:00:00,VR2Tx-480874,Battery,3.6,V
2020-02-28 22:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,1305,
2020-02-28 22:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,122,
2020-02-28 22:00:00,VR2Tx-480874,Tilt angle,24,°
2020-02-28 22:00:00,VR2Tx-480874,Temperature,7.6,°C
2020-02-28 22:00:00,VR2Tx-480874,Average noise,300.1,mV
2020-02-28 23:00:00,VR2Tx-480874,Battery,3.6,V
2020-02-28 23:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,942,
2020-02-28 23:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,101,
2020-02-28 23:00:00,VR2Tx-480874,Tilt angle,23,°
2020-02-28 23:00:00,VR2Tx-480874,Temperature,7.7,°C
2020-02-28 23:00:00,VR2Tx-480874,Average noise,440.3,mV
2020-02-29 00:00:00,VR2Tx-480874,Memory Capacity,0.1,%
2020-02-29 00:00:00,VR2Tx-480874,Battery,3.6,V
2020-02-29 00:00:00,VR2Tx-480874,Pings on 69 kHz,13847,
2020-02-29 00:00:00,VR2Tx-480874,Syncs on 69 kHz,1930,
2020-02-29 00:00:00,VR2Tx-480874,Rejects on 69 kHz,56,
2020-02-29 00:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,685,
2020-02-29 00:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,77,
2020-02-29 00:00:00,VR2Tx-480874,Tilt angle,27,°
2020-02-29 00:00:00,VR2Tx-480874,Temperature,7.7,°C
2020-02-29 00:00:00,VR2Tx-480874,Average noise,521.8,mV
2020-02-29 01:00:00,VR2Tx-480874,Battery,3.6,V
2020-02-29 01:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,642,
2020-02-29 01:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,75,
2020-02-29 01:00:00,VR2Tx-480874,Tilt angle,22,°
2020-02-29 01:00:00,VR2Tx-480874,Temperature,7.7,°C
2020-02-29 01:00:00,VR2Tx-480874,Average noise,542.5,mV
2020-02-29 02:00:00,VR2Tx-480874,Battery,3.6,V
2020-02-29 02:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,647,
2020-02-29 02:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,72,
2020-02-29 02:00:00,VR2Tx-480874,Tilt angle,24,°
2020-02-29 02:00:00,VR2Tx-480874,Temperature,7.7,°C
2020-02-29 02:00:00,VR2Tx-480874,Average noise,548.0,mV
2020-02-29 03:00:00,VR2Tx-480874,Battery,3.6,V
2020-02-29 03:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,596,
2020-02-29 03:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,70,
2020-02-29 03:00:00,VR2Tx-480874,Tilt angle,21,°
2020-02-29 03:00:00,VR2Tx-480874,Temperature,7.7,°C
2020-02-29 03:00:00,VR2Tx-480874,Average noise,538.3,mV
2020-02-29 04:00:00,VR2Tx-480874,Battery,3.6,V
2020-02-29 04:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,636,
2020-02-29 04:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,75,
2020-02-29 04:00:00,VR2Tx-480874,Tilt angle,20,°
2020-02-29 04:00:00,VR2Tx-480874,Temperature,7.7,°C
2020-02-29 04:00:00,VR2Tx-480874,Average noise,488.6,mV
2020-02-29 05:00:00,VR2Tx-480874,Battery,3.6,V
2020-02-29 05:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,1184,
2020-02-29 05:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,132,
2020-02-29 05:00:00,VR2Tx-480874,Tilt angle,15,°
2020-02-29 05:00:00,VR2Tx-480874,Temperature,7.7,°C
2020-02-29 05:00:00,VR2Tx-480874,Average noise,186.6,mV
2020-02-29 06:00:00,VR2Tx-480874,Battery,3.6,V
2020-02-29 06:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,1307,
2020-02-29 06:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,141,
2020-02-29 06:00:00,VR2Tx-480874,Tilt angle,11,°
2020-02-29 06:00:00,VR2Tx-480874,Temperature,7.7,°C
2020-02-29 06:00:00,VR2Tx-480874,Average noise,157.4,mV
2020-02-29 07:00:00,VR2Tx-480874,Battery,3.6,V
2020-02-29 07:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,1309,
2020-02-29 07:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,122,
2020-02-29 07:00:00,VR2Tx-480874,Tilt angle,3,°
2020-02-29 07:00:00,VR2Tx-480874,Temperature,7.7,°C
2020-02-29 07:00:00,VR2Tx-480874,Average noise,302.9,mV
2020-02-29 08:00:00,VR2Tx-480874,Battery,3.6,V
2020-02-29 08:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,1315,
2020-02-29 08:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,126,
2020-02-29 08:00:00,VR2Tx-480874,Tilt angle,9,°
2020-02-29 08:00:00,VR2Tx-480874,Temperature,7.7,°C
2020-02-29 08:00:00,VR2Tx-480874,Average noise,292.3,mV
2020-02-29 09:00:00,VR2Tx-480874,Battery,3.6,V
2020-02-29 09:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,1274,
2020-02-29 09:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,127,
2020-02-29 09:00:00,VR2Tx-480874,Tilt angle,18,°
2020-02-29 09:00:00,VR2Tx-480874,Temperature,7.6,°C
2020-02-29 09:00:00,VR2Tx-480874,Average noise,256.5,mV
2020-02-29 10:00:00,VR2Tx-480874,Battery,3.6,V
2020-02-29 10:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,1265,
2020-02-29 10:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,121,
2020-02-29 10:00:00,VR2Tx-480874,Tilt angle,20,°
2020-02-29 10:00:00,VR2Tx-480874,Temperature,7.7,°C
2020-02-29 10:00:00,VR2Tx-480874,Average noise,298.9,mV
2020-02-29 11:00:00,VR2Tx-480874,Battery,3.6,V
2020-02-29 11:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,1033,
2020-02-29 11:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,101,
2020-02-29 11:00:00,VR2Tx-480874,Tilt angle,27,°
2020-02-29 11:00:00,VR2Tx-480874,Temperature,7.8,°C
2020-02-29 11:00:00,VR2Tx-480874,Average noise,421.3,mV
2020-02-29 12:00:00,VR2Tx-480874,Battery,3.6,V
2020-02-29 12:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,793,
2020-02-29 12:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,80,
2020-02-29 12:00:00,VR2Tx-480874,Tilt angle,20,°
2020-02-29 12:00:00,VR2Tx-480874,Temperature,7.8,°C
2020-02-29 12:00:00,VR2Tx-480874,Average noise,507.4,mV
2020-02-29 13:00:00,VR2Tx-480874,Battery,3.6,V
2020-02-29 13:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,613,
2020-02-29 13:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,72,
2020-02-29 13:00:00,VR2Tx-480874,Tilt angle,24,°
2020-02-29 13:00:00,VR2Tx-480874,Temperature,7.8,°C
2020-02-29 13:00:00,VR2Tx-480874,Average noise,549.6,mV
2020-02-29 14:00:00,VR2Tx-480874,Battery,3.6,V
2020-02-29 14:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,672,
2020-02-29 14:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,73,
2020-02-29 14:00:00,VR2Tx-480874,Tilt angle,24,°
2020-02-29 14:00:00,VR2Tx-480874,Temperature,7.9,°C
2020-02-29 14:00:00,VR2Tx-480874,Average noise,553.6,mV
2020-02-29 15:00:00,VR2Tx-480874,Battery,3.6,V
2020-02-29 15:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,620,
2020-02-29 15:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,71,
2020-02-29 15:00:00,VR2Tx-480874,Tilt angle,24,°
2020-02-29 15:00:00,VR2Tx-480874,Temperature,7.9,°C
2020-02-29 15:00:00,VR2Tx-480874,Average noise,553.8,mV
2020-02-29 16:00:00,VR2Tx-480874,Battery,3.6,V
2020-02-29 16:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,581,
2020-02-29 16:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,63,
2020-02-29 16:00:00,VR2Tx-480874,Tilt angle,22,°
2020-02-29 16:00:00,VR2Tx-480874,Temperature,7.9,°C
2020-02-29 16:00:00,VR2Tx-480874,Average noise,547.1,mV
2020-02-29 17:00:00,VR2Tx-480874,Battery,3.6,V
2020-02-29 17:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,1153,
2020-02-29 17:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,125,
2020-02-29 17:00:00,VR2Tx-480874,Tilt angle,13,°
2020-02-29 17:00:00,VR2Tx-480874,Temperature,7.9,°C
2020-02-29 17:00:00,VR2Tx-480874,Average noise,240.4,mV
2020-02-29 18:00:00,VR2Tx-480874,Battery,3.6,V
2020-02-29 18:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,1237,
2020-02-29 18:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,121,
2020-02-29 18:00:00,VR2Tx-480874,Tilt angle,12,°
2020-02-29 18:00:00,VR2Tx-480874,Temperature,7.8,°C
2020-02-29 18:00:00,VR2Tx-480874,Average noise,216.1,mV
2020-02-29 19:00:00,VR2Tx-480874,Battery,3.6,V
2020-02-29 19:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,1123,
2020-02-29 19:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,112,
2020-02-29 19:00:00,VR2Tx-480874,Tilt angle,16,°
2020-02-29 19:00:00,VR2Tx-480874,Temperature,7.8,°C
2020-02-29 19:00:00,VR2Tx-480874,Average noise,339.6,mV
2020-02-29 20:00:00,VR2Tx-480874,Battery,3.6,V
2020-02-29 20:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,1230,
2020-02-29 20:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,111,
2020-02-29 20:00:00,VR2Tx-480874,Tilt angle,3,°
2020-02-29 20:00:00,VR2Tx-480874,Temperature,7.8,°C
2020-02-29 20:00:00,VR2Tx-480874,Average noise,322.8,mV
2020-02-29 21:00:00,VR2Tx-480874,Battery,3.6,V
2020-02-29 21:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,1478,
2020-02-29 21:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,161,
2020-02-29 21:00:00,VR2Tx-480874,Tilt angle,18,°
2020-02-29 21:00:00,VR2Tx-480874,Temperature,7.7,°C
2020-02-29 21:00:00,VR2Tx-480874,Average noise,177.3,mV
2020-02-29 22:00:00,VR2Tx-480874,Battery,3.6,V
2020-02-29 22:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,1419,
2020-02-29 22:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,149,
2020-02-29 22:00:00,VR2Tx-480874,Tilt angle,21,°
2020-02-29 22:00:00,VR2Tx-480874,Temperature,7.8,°C
2020-02-29 22:00:00,VR2Tx-480874,Average noise,241.7,mV
2020-02-29 23:00:00,VR2Tx-480874,Battery,3.6,V
2020-02-29 23:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,1028,
2020-02-29 23:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,96,
2020-02-29 23:00:00,VR2Tx-480874,Tilt angle,25,°
2020-02-29 23:00:00,VR2Tx-480874,Temperature,7.8,°C
2020-02-29 23:00:00,VR2Tx-480874,Average noise,398.8,mV
2020-03-01 00:00:00,VR2Tx-480874,Memory Capacity,0.3,%
2020-03-01 00:00:00,VR2Tx-480874,Battery,3.6,V
2020-03-01 00:00:00,VR2Tx-480874,Pings on 69 kHz,24071,
2020-03-01 00:00:00,VR2Tx-480874,Syncs on 69 kHz,3391,
2020-03-01 00:00:00,VR2Tx-480874,Rejects on 69 kHz,87,
2020-03-01 00:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,917,
2020-03-01 00:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,98,
2020-03-01 00:00:00,VR2Tx-480874,Tilt angle,25,°
2020-03-01 00:00:00,VR2Tx-480874,Temperature,7.7,°C
2020-03-01 00:00:00,VR2Tx-480874,Average noise,502.7,mV
2020-03-01 01:00:00,VR2Tx-480874,Battery,3.6,V
2020-03-01 01:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,746,
2020-03-01 01:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,74,
2020-03-01 01:00:00,VR2Tx-480874,Tilt angle,26,°
2020-03-01 01:00:00,VR2Tx-480874,Temperature,7.7,°C
2020-03-01 01:00:00,VR2Tx-480874,Average noise,529.0,mV
2020-03-01 02:00:00,VR2Tx-480874,Battery,3.6,V
2020-03-01 02:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,634,
2020-03-01 02:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,72,
2020-03-01 02:00:00,VR2Tx-480874,Tilt angle,22,°
2020-03-01 02:00:00,VR2Tx-480874,Temperature,7.7,°C
2020-03-01 02:00:00,VR2Tx-480874,Average noise,535.5,mV
2020-03-01 03:00:00,VR2Tx-480874,Battery,3.6,V
2020-03-01 03:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,684,
2020-03-01 03:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,70,
2020-03-01 03:00:00,VR2Tx-480874,Tilt angle,23,°
2020-03-01 03:00:00,VR2Tx-480874,Temperature,7.6,°C
2020-03-01 03:00:00,VR2Tx-480874,Average noise,526.5,mV
2020-03-01 04:00:00,VR2Tx-480874,Battery,3.6,V
2020-03-01 04:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,660,
2020-03-01 04:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,68,
2020-03-01 04:00:00,VR2Tx-480874,Tilt angle,20,°
2020-03-01 04:00:00,VR2Tx-480874,Temperature,7.6,°C
2020-03-01 04:00:00,VR2Tx-480874,Average noise,510.0,mV
2020-03-01 05:00:00,VR2Tx-480874,Battery,3.6,V
2020-03-01 05:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,1194,
2020-03-01 05:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,128,
2020-03-01 05:00:00,VR2Tx-480874,Tilt angle,16,°
2020-03-01 05:00:00,VR2Tx-480874,Temperature,7.6,°C
2020-03-01 05:00:00,VR2Tx-480874,Average noise,195.3,mV
2020-03-01 06:00:00,VR2Tx-480874,Battery,3.6,V
2020-03-01 06:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,1290,
2020-03-01 06:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,128,
2020-03-01 06:00:00,VR2Tx-480874,Tilt angle,12,°
2020-03-01 06:00:00,VR2Tx-480874,Temperature,7.6,°C
2020-03-01 06:00:00,VR2Tx-480874,Average noise,209.6,mV
2020-03-01 07:00:00,VR2Tx-480874,Battery,3.6,V
2020-03-01 07:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,1383,
2020-03-01 07:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,128,
2020-03-01 07:00:00,VR2Tx-480874,Tilt angle,11,°
2020-03-01 07:00:00,VR2Tx-480874,Temperature,7.6,°C
2020-03-01 07:00:00,VR2Tx-480874,Average noise,262.8,mV
2020-03-01 08:00:00,VR2Tx-480874,Battery,3.6,V
2020-03-01 08:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,1336,
2020-03-01 08:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,136,
2020-03-01 08:00:00,VR2Tx-480874,Tilt angle,8,°
2020-03-01 08:00:00,VR2Tx-480874,Temperature,7.6,°C
2020-03-01 08:00:00,VR2Tx-480874,Average noise,341.3,mV
2020-03-01 09:00:00,VR2Tx-480874,Battery,3.6,V
2020-03-01 09:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,1328,
2020-03-01 09:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,137,
2020-03-01 09:00:00,VR2Tx-480874,Tilt angle,15,°
2020-03-01 09:00:00,VR2Tx-480874,Temperature,7.6,°C
2020-03-01 09:00:00,VR2Tx-480874,Average noise,262.9,mV
2020-03-01 10:00:00,VR2Tx-480874,Battery,3.6,V
2020-03-01 10:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,1258,
2020-03-01 10:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,128,
2020-03-01 10:00:00,VR2Tx-480874,Tilt angle,22,°
2020-03-01 10:00:00,VR2Tx-480874,Temperature,7.6,°C
2020-03-01 10:00:00,VR2Tx-480874,Average noise,257.1,mV
2020-03-01 11:00:00,VR2Tx-480874,Battery,3.6,V
2020-03-01 11:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,1090,
2020-03-01 11:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,108,
2020-03-01 11:00:00,VR2Tx-480874,Tilt angle,19,°
2020-03-01 11:00:00,VR2Tx-480874,Temperature,7.7,°C
2020-03-01 11:00:00,VR2Tx-480874,Average noise,368.2,mV
2020-03-01 12:00:00,VR2Tx-480874,Battery,3.6,V
2020-03-01 12:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,929,
2020-03-01 12:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,98,
2020-03-01 12:00:00,VR2Tx-480874,Tilt angle,20,°
2020-03-01 12:00:00,VR2Tx-480874,Temperature,7.7,°C
2020-03-01 12:00:00,VR2Tx-480874,Average noise,471.2,mV
2020-03-01 13:00:00,VR2Tx-480874,Battery,3.6,V
2020-03-01 13:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,663,
2020-03-01 13:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,73,
2020-03-01 13:00:00,VR2Tx-480874,Tilt angle,22,°
2020-03-01 13:00:00,VR2Tx-480874,Temperature,7.7,°C
2020-03-01 13:00:00,VR2Tx-480874,Average noise,506.1,mV
2020-03-01 14:00:00,VR2Tx-480874,Battery,3.6,V
2020-03-01 14:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,715,
2020-03-01 14:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,75,
2020-03-01 14:00:00,VR2Tx-480874,Tilt angle,24,°
2020-03-01 14:00:00,VR2Tx-480874,Temperature,7.7,°C
2020-03-01 14:00:00,VR2Tx-480874,Average noise,510.0,mV
2020-03-01 15:00:00,VR2Tx-480874,Battery,3.6,V
2020-03-01 15:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,663,
2020-03-01 15:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,69,
2020-03-01 15:00:00,VR2Tx-480874,Tilt angle,26,°
2020-03-01 15:00:00,VR2Tx-480874,Temperature,7.7,°C
2020-03-01 15:00:00,VR2Tx-480874,Average noise,493.3,mV
2020-03-01 16:00:00,VR2Tx-480874,Battery,3.6,V
2020-03-01 16:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,641,
2020-03-01 16:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,72,
2020-03-01 16:00:00,VR2Tx-480874,Tilt angle,28,°
2020-03-01 16:00:00,VR2Tx-480874,Temperature,7.8,°C
2020-03-01 16:00:00,VR2Tx-480874,Average noise,507.1,mV
2020-03-01 17:00:00,VR2Tx-480874,Battery,3.6,V
2020-03-01 17:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,1144,
2020-03-01 17:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,119,
2020-03-01 17:00:00,VR2Tx-480874,Tilt angle,15,°
2020-03-01 17:00:00,VR2Tx-480874,Temperature,7.8,°C
2020-03-01 17:00:00,VR2Tx-480874,Average noise,270.1,mV
2020-03-01 18:00:00,VR2Tx-480874,Battery,3.6,V
2020-03-01 18:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,1451,
2020-03-01 18:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,160,
2020-03-01 18:00:00,VR2Tx-480874,Tilt angle,13,°
2020-03-01 18:00:00,VR2Tx-480874,Temperature,7.8,°C
2020-03-01 18:00:00,VR2Tx-480874,Average noise,177.4,mV
2020-03-01 19:00:00,VR2Tx-480874,Battery,3.6,V
2020-03-01 19:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,1461,
2020-03-01 19:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,152,
2020-03-01 19:00:00,VR2Tx-480874,Tilt angle,4,°
2020-03-01 19:00:00,VR2Tx-480874,Temperature,7.7,°C
2020-03-01 19:00:00,VR2Tx-480874,Average noise,212.7,mV
2020-03-01 20:00:00,VR2Tx-480874,Battery,3.6,V
2020-03-01 20:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,1166,
2020-03-01 20:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,101,
2020-03-01 20:00:00,VR2Tx-480874,Tilt angle,11,°
2020-03-01 20:00:00,VR2Tx-480874,Temperature,7.7,°C
2020-03-01 20:00:00,VR2Tx-480874,Average noise,429.4,mV
2020-03-01 21:00:00,VR2Tx-480874,Battery,3.6,V
2020-03-01 21:00:00,VR2Tx-480874,Hourly Pings on 69 kHz,1243,
2020-03-01 21:00:00,VR2Tx-480874,Hourly Detections on 69 kHz,124,
2020-03-01 21:00:00,VR2Tx-480874,Tilt angle,10,°
2020-03-01 21:00:00,VR2Tx-480874,Temperature,7.7,°C
2020-03-01 21:00:00,VR2Tx-480874,Average noise,277.6,mV
2020-03-01 22:00:00,VR2Tx-480874,Battery,3.6,V
