Date and Time (UTC),Receiver,Description,Data,Units
2020-02-29 07:00:00,VR2AR-546044,Temperature,7.2,°C
2020-02-29 07:00:00,VR2AR-546044,Average noise,528.6,mV
2020-02-29 08:00:00,VR2AR-546044,Battery,3.6,V
2020-02-29 08:00:00,VR2AR-546044,Hourly Pings on 69 kHz,48,
2020-02-29 08:00:00,VR2AR-546044,Hourly Detections on 69 kHz,6,
2020-02-29 08:00:00,VR2AR-546044,Tilt angle,37,°
2020-02-29 08:00:00,VR2AR-546044,Seawater depth,5,m
2020-02-29 08:00:00,VR2AR-546044,Temperature,6.9,°C
2020-02-29 08:00:00,VR2AR-546044,Average noise,461.7,mV
2020-02-29 09:00:00,VR2AR-546044,Battery,3.6,V
2020-02-29 09:00:00,VR2AR-546044,Hourly Pings on 69 kHz,48,
2020-02-29 09:00:00,VR2AR-546044,Hourly Detections on 69 kHz,6,
2020-02-29 09:00:00,VR2AR-546044,Tilt angle,15,°
2020-02-29 09:00:00,VR2AR-546044,Seawater depth,5,m
2020-02-29 09:00:00,VR2AR-546044,Temperature,6.9,°C
2020-02-29 09:00:00,VR2AR-546044,Average noise,261.2,mV
2020-02-29 10:00:00,VR2AR-546044,Battery,3.6,V
2020-02-29 10:00:00,VR2AR-546044,Hourly Pings on 69 kHz,48,
2020-02-29 10:00:00,VR2AR-546044,Hourly Detections on 69 kHz,6,
2020-02-29 10:00:00,VR2AR-546044,Tilt angle,20,°
2020-02-29 10:00:00,VR2AR-546044,Seawater depth,4,m
2020-02-29 10:00:00,VR2AR-546044,Temperature,7.2,°C
2020-02-29 10:00:00,VR2AR-546044,Average noise,469.7,mV
2020-02-29 11:00:00,VR2AR-546044,Battery,3.6,V
2020-02-29 11:00:00,VR2AR-546044,Hourly Pings on 69 kHz,56,
2020-02-29 11:00:00,VR2AR-546044,Hourly Detections on 69 kHz,7,
2020-02-29 11:00:00,VR2AR-546044,Tilt angle,24,°
2020-02-29 11:00:00,VR2AR-546044,Seawater depth,4,m
2020-02-29 11:00:00,VR2AR-546044,Temperature,7.3,°C
2020-02-29 11:00:00,VR2AR-546044,Average noise,567.3,mV
2020-02-29 12:00:00,VR2AR-546044,Battery,3.6,V
2020-02-29 12:00:00,VR2AR-546044,Hourly Pings on 69 kHz,48,
2020-02-29 12:00:00,VR2AR-546044,Hourly Detections on 69 kHz,6,
2020-02-29 12:00:00,VR2AR-546044,Tilt angle,33,°
2020-02-29 12:00:00,VR2AR-546044,Seawater depth,3,m
2020-02-29 12:00:00,VR2AR-546044,Temperature,7.3,°C
2020-02-29 12:00:00,VR2AR-546044,Average noise,627.2,mV
2020-02-29 13:00:00,VR2AR-546044,Battery,3.6,V
2020-02-29 13:00:00,VR2AR-546044,Hourly Pings on 69 kHz,48,
2020-02-29 13:00:00,VR2AR-546044,Hourly Detections on 69 kHz,6,
2020-02-29 13:00:00,VR2AR-546044,Tilt angle,22,°
2020-02-29 13:00:00,VR2AR-546044,Seawater depth,3,m
2020-02-29 13:00:00,VR2AR-546044,Temperature,7.4,°C
2020-02-29 13:00:00,VR2AR-546044,Average noise,648.3,mV
2020-02-29 14:00:00,VR2AR-546044,Battery,3.6,V
2020-02-29 14:00:00,VR2AR-546044,Hourly Pings on 69 kHz,48,
2020-02-29 14:00:00,VR2AR-546044,Hourly Detections on 69 kHz,6,
2020-02-29 14:00:00,VR2AR-546044,Tilt angle,25,°
2020-02-29 14:00:00,VR2AR-546044,Seawater depth,3,m
2020-02-29 14:00:00,VR2AR-546044,Temperature,7.4,°C
2020-02-29 14:00:00,VR2AR-546044,Average noise,657.8,mV
2020-02-29 15:00:00,VR2AR-546044,Battery,3.6,V
2020-02-29 15:00:00,VR2AR-546044,Hourly Pings on 69 kHz,48,
2020-02-29 15:00:00,VR2AR-546044,Hourly Detections on 69 kHz,6,
2020-02-29 15:00:00,VR2AR-546044,Tilt angle,24,°
2020-02-29 15:00:00,VR2AR-546044,Seawater depth,2,m
2020-02-29 15:00:00,VR2AR-546044,Temperature,7.4,°C
2020-02-29 15:00:00,VR2AR-546044,Average noise,656.8,mV
2020-02-29 16:00:00,VR2AR-546044,Battery,3.6,V
2020-02-29 16:00:00,VR2AR-546044,Hourly Pings on 69 kHz,48,
2020-02-29 16:00:00,VR2AR-546044,Hourly Detections on 69 kHz,6,
2020-02-29 16:00:00,VR2AR-546044,Tilt angle,22,°
2020-02-29 16:00:00,VR2AR-546044,Seawater depth,2,m
2020-02-29 16:00:00,VR2AR-546044,Temperature,7.4,°C
2020-02-29 16:00:00,VR2AR-546044,Average noise,642.4,mV
2020-02-29 17:00:00,VR2AR-546044,Battery,3.6,V
2020-02-29 17:00:00,VR2AR-546044,Hourly Pings on 69 kHz,50,
2020-02-29 17:00:00,VR2AR-546044,Hourly Detections on 69 kHz,6,
2020-02-29 17:00:00,VR2AR-546044,Tilt angle,22,°
2020-02-29 17:00:00,VR2AR-546044,Seawater depth,3,m
2020-02-29 17:00:00,VR2AR-546044,Temperature,7.4,°C
2020-02-29 17:00:00,VR2AR-546044,Average noise,284.4,mV
2020-02-29 18:00:00,VR2AR-546044,Battery,3.6,V
2020-02-29 18:00:00,VR2AR-546044,Hourly Pings on 69 kHz,50,
2020-02-29 18:00:00,VR2AR-546044,Hourly Detections on 69 kHz,6,
2020-02-29 18:00:00,VR2AR-546044,Tilt angle,24,°
2020-02-29 18:00:00,VR2AR-546044,Seawater depth,4,m
2020-02-29 18:00:00,VR2AR-546044,Temperature,7.4,°C
2020-02-29 18:00:00,VR2AR-546044,Average noise,260.3,mV
2020-02-29 19:00:00,VR2AR-546044,Battery,3.6,V
2020-02-29 19:00:00,VR2AR-546044,Hourly Pings on 69 kHz,48,
2020-02-29 19:00:00,VR2AR-546044,Hourly Detections on 69 kHz,6,
2020-02-29 19:00:00,VR2AR-546044,Tilt angle,44,°
2020-02-29 19:00:00,VR2AR-546044,Seawater depth,5,m
2020-02-29 19:00:00,VR2AR-546044,Temperature,7.4,°C
2020-02-29 19:00:00,VR2AR-546044,Average noise,493.6,mV
2020-02-29 20:00:00,VR2AR-546044,Battery,3.6,V
2020-02-29 20:00:00,VR2AR-546044,Hourly Pings on 69 kHz,48,
2020-02-29 20:00:00,VR2AR-546044,Hourly Detections on 69 kHz,6,
2020-02-29 20:00:00,VR2AR-546044,Tilt angle,34,°
2020-02-29 20:00:00,VR2AR-546044,Seawater depth,6,m
2020-02-29 20:00:00,VR2AR-546044,Temperature,7.2,°C
2020-02-29 20:00:00,VR2AR-546044,Average noise,464.7,mV
2020-02-29 21:00:00,VR2AR-546044,Battery,3.6,V
2020-02-29 21:00:00,VR2AR-546044,Hourly Pings on 69 kHz,56,
2020-02-29 21:00:00,VR2AR-546044,Hourly Detections on 69 kHz,7,
2020-02-29 21:00:00,VR2AR-546044,Tilt angle,22,°
2020-02-29 21:00:00,VR2AR-546044,Seawater depth,5,m
2020-02-29 21:00:00,VR2AR-546044,Temperature,7.2,°C
2020-02-29 21:00:00,VR2AR-546044,Average noise,196.8,mV
2020-02-29 22:00:00,VR2AR-546044,Battery,3.6,V
2020-02-29 22:00:00,VR2AR-546044,Hourly Pings on 69 kHz,48,
2020-02-29 22:00:00,VR2AR-546044,Hourly Detections on 69 kHz,6,
2020-02-29 22:00:00,VR2AR-546044,Tilt angle,20,°
2020-02-29 22:00:00,VR2AR-546044,Seawater depth,5,m
2020-02-29 22:00:00,VR2AR-546044,Temperature,7.3,°C
2020-02-29 22:00:00,VR2AR-546044,Average noise,360.9,mV
2020-02-29 23:00:00,VR2AR-546044,Battery,3.6,V
2020-02-29 23:00:00,VR2AR-546044,Hourly Pings on 69 kHz,48,
2020-02-29 23:00:00,VR2AR-546044,Hourly Detections on 69 kHz,6,
2020-02-29 23:00:00,VR2AR-546044,Tilt angle,27,°
2020-02-29 23:00:00,VR2AR-546044,Seawater depth,4,m
2020-02-29 23:00:00,VR2AR-546044,Temperature,7.3,°C
2020-02-29 23:00:00,VR2AR-546044,Average noise,551.3,mV
2020-03-01 00:00:00,VR2AR-546044,Memory Capacity,0.0,%
2020-03-01 00:00:00,VR2AR-546044,Battery,3.6,V
2020-03-01 00:00:00,VR2AR-546044,Pings on 69 kHz,1182,
2020-03-01 00:00:00,VR2AR-546044,Syncs on 69 kHz,147,
2020-03-01 00:00:00,VR2AR-546044,Rejects on 69 kHz,0,
2020-03-01 00:00:00,VR2AR-546044,Hourly Pings on 69 kHz,48,
2020-03-01 00:00:00,VR2AR-546044,Hourly Detections on 69 kHz,6,
2020-03-01 00:00:00,VR2AR-546044,Motor battery voltage,3.8,V
2020-03-01 00:00:00,VR2AR-546044,Tilt angle,25,°
2020-03-01 00:00:00,VR2AR-546044,Seawater depth,4,m
2020-03-01 00:00:00,VR2AR-546044,Temperature,7.2,°C
2020-03-01 00:00:00,VR2AR-546044,Average noise,611.2,mV
2020-03-01 01:00:00,VR2AR-546044,Battery,3.6,V
2020-03-01 01:00:00,VR2AR-546044,Hourly Pings on 69 kHz,48,
2020-03-01 01:00:00,VR2AR-546044,Hourly Detections on 69 kHz,6,
2020-03-01 01:00:00,VR2AR-546044,Tilt angle,27,°
2020-03-01 01:00:00,VR2AR-546044,Seawater depth,3,m
2020-03-01 01:00:00,VR2AR-546044,Temperature,7.2,°C
2020-03-01 01:00:00,VR2AR-546044,Average noise,642.5,mV
2020-03-01 02:00:00,VR2AR-546044,Battery,3.6,V
2020-03-01 02:00:00,VR2AR-546044,Hourly Pings on 69 kHz,48,
2020-03-01 02:00:00,VR2AR-546044,Hourly Detections on 69 kHz,6,
2020-03-01 02:00:00,VR2AR-546044,Tilt angle,22,°
2020-03-01 02:00:00,VR2AR-546044,Seawater depth,3,m
2020-03-01 02:00:00,VR2AR-546044,Temperature,7.2,°C
2020-03-01 02:00:00,VR2AR-546044,Average noise,652.7,mV
2020-03-01 03:00:00,VR2AR-546044,Battery,3.6,V
2020-03-01 03:00:00,VR2AR-546044,Hourly Pings on 69 kHz,40,
2020-03-01 03:00:00,VR2AR-546044,Hourly Detections on 69 kHz,5,
2020-03-01 03:00:00,VR2AR-546044,Tilt angle,27,°
2020-03-01 03:00:00,VR2AR-546044,Seawater depth,3,m
2020-03-01 03:00:00,VR2AR-546044,Temperature,7.2,°C
2020-03-01 03:00:00,VR2AR-546044,Average noise,642.6,mV
2020-03-01 04:00:00,VR2AR-546044,Battery,3.6,V
2020-03-01 04:00:00,VR2AR-546044,Hourly Pings on 69 kHz,48,
2020-03-01 04:00:00,VR2AR-546044,Hourly Detections on 69 kHz,6,
2020-03-01 04:00:00,VR2AR-546044,Tilt angle,20,°
2020-03-01 04:00:00,VR2AR-546044,Seawater depth,2,m
2020-03-01 04:00:00,VR2AR-546044,Temperature,7.1,°C
2020-03-01 04:00:00,VR2AR-546044,Average noise,603.2,mV
2020-03-01 05:00:00,VR2AR-546044,Battery,3.6,V
2020-03-01 05:00:00,VR2AR-546044,Hourly Pings on 69 kHz,48,
2020-03-01 05:00:00,VR2AR-546044,Hourly Detections on 69 kHz,6,
2020-03-01 05:00:00,VR2AR-546044,Tilt angle,21,°
2020-03-01 05:00:00,VR2AR-546044,Seawater depth,3,m
2020-03-01 05:00:00,VR2AR-546044,Temperature,7.1,°C
2020-03-01 05:00:00,VR2AR-546044,Average noise,204.5,mV
2020-03-01 06:00:00,VR2AR-546044,Battery,3.6,V
2020-03-01 06:00:00,VR2AR-546044,Hourly Pings on 69 kHz,50,
2020-03-01 06:00:00,VR2AR-546044,Hourly Detections on 69 kHz,6,
2020-03-01 06:00:00,VR2AR-546044,Tilt angle,25,°
2020-03-01 06:00:00,VR2AR-546044,Seawater depth,4,m
2020-03-01 06:00:00,VR2AR-546044,Temperature,7.1,°C
2020-03-01 06:00:00,VR2AR-546044,Average noise,204.3,mV
2020-03-01 07:00:00,VR2AR-546044,Battery,3.6,V
2020-03-01 07:00:00,VR2AR-546044,Hourly Pings on 69 kHz,48,
2020-03-01 07:00:00,VR2AR-546044,Hourly Detections on 69 kHz,6,
2020-03-01 07:00:00,VR2AR-546044,Tilt angle,40,°
2020-03-01 07:00:00,VR2AR-546044,Seawater depth,5,m
2020-03-01 07:00:00,VR2AR-546044,Temperature,7.1,°C
2020-03-01 07:00:00,VR2AR-546044,Average noise,391.2,mV
2020-03-01 08:00:00,VR2AR-546044,Battery,3.6,V
2020-03-01 08:00:00,VR2AR-546044,Hourly Pings on 69 kHz,48,
2020-03-01 08:00:00,VR2AR-546044,Hourly Detections on 69 kHz,6,
2020-03-01 08:00:00,VR2AR-546044,Tilt angle,47,°
2020-03-01 08:00:00,VR2AR-546044,Seawater depth,5,m
2020-03-01 08:00:00,VR2AR-546044,Temperature,7.1,°C
2020-03-01 08:00:00,VR2AR-546044,Average noise,441.2,mV
2020-03-01 09:00:00,VR2AR-546044,Battery,3.6,V
2020-03-01 09:00:00,VR2AR-546044,Hourly Pings on 69 kHz,49,
2020-03-01 09:00:00,VR2AR-546044,Hourly Detections on 69 kHz,6,
2020-03-01 09:00:00,VR2AR-546044,Tilt angle,22,°
2020-03-01 09:00:00,VR2AR-546044,Seawater depth,5,m
2020-03-01 09:00:00,VR2AR-546044,Temperature,7.0,°C
2020-03-01 09:00:00,VR2AR-546044,Average noise,264.0,mV
2020-03-01 10:00:00,VR2AR-546044,Battery,3.6,V
2020-03-01 10:00:00,VR2AR-546044,Hourly Pings on 69 kHz,49,
2020-03-01 10:00:00,VR2AR-546044,Hourly Detections on 69 kHz,6,
2020-03-01 10:00:00,VR2AR-546044,Tilt angle,21,°
2020-03-01 10:00:00,VR2AR-546044,Seawater depth,4,m
2020-03-01 10:00:00,VR2AR-546044,Temperature,7.1,°C
2020-03-01 10:00:00,VR2AR-546044,Average noise,380.1,mV
2020-03-01 11:00:00,VR2AR-546044,Battery,3.6,V
2020-03-01 11:00:00,VR2AR-546044,Hourly Pings on 69 kHz,48,
2020-03-01 11:00:00,VR2AR-546044,Hourly Detections on 69 kHz,6,
2020-03-01 11:00:00,VR2AR-546044,Tilt angle,22,°
2020-03-01 11:00:00,VR2AR-546044,Seawater depth,4,m
2020-03-01 11:00:00,VR2AR-546044,Temperature,7.2,°C
2020-03-01 11:00:00,VR2AR-546044,Average noise,533.0,mV
2020-03-01 12:00:00,VR2AR-546044,Battery,3.6,V
2020-03-01 12:00:00,VR2AR-546044,Hourly Pings on 69 kHz,48,
2020-03-01 12:00:00,VR2AR-546044,Hourly Detections on 69 kHz,6,
2020-03-01 12:00:00,VR2AR-546044,Tilt angle,21,°
2020-03-01 12:00:00,VR2AR-546044,Seawater depth,3,m
2020-03-01 12:00:00,VR2AR-546044,Temperature,7.2,°C
2020-03-01 12:00:00,VR2AR-546044,Average noise,583.4,mV
2020-03-01 13:00:00,VR2AR-546044,Battery,3.6,V
2020-03-01 13:00:00,VR2AR-546044,Hourly Pings on 69 kHz,48,
2020-03-01 13:00:00,VR2AR-546044,Hourly Detections on 69 kHz,6,
2020-03-01 13:00:00,VR2AR-546044,Tilt angle,25,°
2020-03-01 13:00:00,VR2AR-546044,Seawater depth,3,m
2020-03-01 13:00:00,VR2AR-546044,Temperature,7.2,°C
2020-03-01 13:00:00,VR2AR-546044,Average noise,614.4,mV
2020-03-01 14:00:00,VR2AR-546044,Battery,3.6,V
2020-03-01 14:00:00,VR2AR-546044,Hourly Pings on 69 kHz,48,
2020-03-01 14:00:00,VR2AR-546044,Hourly Detections on 69 kHz,6,
2020-03-01 14:00:00,VR2AR-546044,Tilt angle,23,°
2020-03-01 14:00:00,VR2AR-546044,Seawater depth,3,m
2020-03-01 14:00:00,VR2AR-546044,Temperature,7.2,°C
2020-03-01 14:00:00,VR2AR-546044,Average noise,623.7,mV
2020-03-01 15:00:00,VR2AR-546044,Battery,3.6,V
2020-03-01 15:00:00,VR2AR-546044,Hourly Pings on 69 kHz,48,
2020-03-01 15:00:00,VR2AR-546044,Hourly Detections on 69 kHz,6,
2020-03-01 15:00:00,VR2AR-546044,Tilt angle,22,°
2020-03-01 15:00:00,VR2AR-546044,Seawater depth,2,m
2020-03-01 15:00:00,VR2AR-546044,Temperature,7.2,°C
2020-03-01 15:00:00,VR2AR-546044,Average noise,625.8,mV
2020-03-01 16:00:00,VR2AR-546044,Battery,3.6,V
2020-03-01 16:00:00,VR2AR-546044,Hourly Pings on 69 kHz,48,
2020-03-01 16:00:00,VR2AR-546044,Hourly Detections on 69 kHz,6,
2020-03-01 16:00:00,VR2AR-546044,Tilt angle,22,°
2020-03-01 16:00:00,VR2AR-546044,Seawater depth,2,m
2020-03-01 16:00:00,VR2AR-546044,Temperature,7.3,°C
2020-03-01 16:00:00,VR2AR-546044,Average noise,607.0,mV
2020-03-01 17:00:00,VR2AR-546044,Battery,3.6,V
2020-03-01 17:00:00,VR2AR-546044,Hourly Pings on 69 kHz,49,
